symbol,name,marketcapital,pettm
MDR,迈克德莫特国际,1.5746935E9,9.91
BSCK,2020投资级债ETF-Guggenheim,1.5737505E9,
FCB,"FCB Financial Holdings, Inc. Class A",1.5724545E9,11.16
ROAN,"Roan Resources, Inc. Class A",1.5711572E9,5.92
IPE,美国通胀债券ETF-SPDR,1.5708301E9,
BDJ,贝莱德增强股票红利信托,1.5697299E9,22.62
AIRM,Air Methods,1.564657E9,16.71
EPI,印度ETF-WisdomTree,1.56352E9,
AYR,爱卡索,1.5626612E9,8.13
QFIN,360金融,1.5613424E9,
CENTA,Central Garden & Pet Company  Nonvoting,1.5603573E9,
AKO.A,可口可乐Andina装瓶,1.5602771E9,18.31
PNC-P,PNC金融-优先股P,1.56E9,
IPCC,Infinity Property and Casualty Corporation,1.5575846E9,28.58
QCP*,"Quality Care Properties, Inc.",1.5561177E9,
HF,HF抵押,1.5548906E9,15.17
MZOR,Mazor Robotics Ltd. - American Depositary Shares,1.5546355E9,
TNH,特拉制氮化学,1.5533923E9,12.96
SONC,Sonic Corp.,1.5522533E9,23.26
PRGS,Progress Software Corporation,1.549589E9,26.34
OPI,OFFICE PROPERTIES INCOME,1.5492806E9,57.54
CVRR,"CVR Refining, LP Common Units Representing Limited Partner Interests",1.548324E9,3.79
VCO,智利干露酒庄,1.5464144E9,17.62
BOBE,鲍勃·埃文斯农场,1.54404E9,11.31
GTN,格林电视,1.5431203E9,4.61
CFC-B,Countrywide Capital V (New) 7.00% Capital Securities,1.541644E9,
IPHI,Inphi Corporation  $0.001 par value,1.5390521E9,
RSX,俄罗斯ETF-VanEck Vector,1.53825E9,
OII,国际海洋工程,1.5380965E9,62.44
GNL,"Global Net Lease, Inc.",1.5374059E9,101.05
CEPU,Central Puerto S.A. American Depositary Shares (each represents ten ),1.5367326E9,
TTEC,"TTEC Holdings, Inc.",1.5349959E9,
SPSC,"SPS Commerce, Inc.",1.5343492E9,217.15
VNOM,Viper Energy Partners LP,1.5330894E9,13.31
FHLC,Fidelity MSCI Health Care Index ETF,1.5330225E9,
MGC,Vanguard Mega Cap ETF,1.531848E9,
LX,乐信,1.5288051231E9,311.0
GPOR,格尔夫波特能源,1.5285241E9,3.49
SEDG,"SolarEdge Technologies, Inc.",1.52672955292E9,21.37
BMI,"Badger Meter, Inc.",1.5266848E9,63.18
RODM,Hartford Multifactor Developed Markets (ex-US) ETF,1.52376E9,
STAA,STAAR Surgical Company,1.5229784E9,383.44
YETI,"YETI Holdings, Inc.",1.5222651E9,
BGC,通用电缆,1.5218981E9,
EVT,伊万税收管理红利收益基金,1.5215419E9,11.87
CRED,美国核心信用债ETF-iShares,1.5204175E9,257.26
BTT,BlackRock Municipal 2030 Target Term Trust,1.5201001E9,
ARMO,"Armo Biosciences, Inc.",1.5196473E9,
WD,"Walker & Dunlop, Inc",1.5194489E9,7.29
VGR,Vector Group,1.5190598E9,20.73
VTWO,Vanguard Russell 2000 ETF,1.517967E9,
PZA,免AMT市政债ETF-PowerShares,1.5155665E9,
MMYT,MakeMyTrip,1.5148324E9,
FIHD,"UBS AG UBS AG FI Enhanced Global High Yield ETN due March 3, 2026",1.5143617E9,
MWA,MUELLER WATER PRODUCTS,1.5126784E9,14.5
MGLN,麦哲伦健康服务,1.5120613E9,13.12
MOGU,蘑菇街,1.5115284E9,
PUMP,ProPetro Holding Corp.,1.5105278E9,9.86
ARST,ArcSight,1.51E9,
FMCKJ,房地美优先股,1.51E9,
TBPH,Theravance Biopharma,1.5077405E9,
CFC-B.CL,Countrywide Capital V (New) 7.00% Capital Securities,1.505166E9,
VRP,浮动股息优先股ETF-PowerShares,1.50507E9,
THRM,Gentherm Inc,1.5033466E9,65.29
BKD,布鲁克代尔高级护理,1.5019438E9,
LGF.A,Lions Gate Entertainment Corporation Class A Voting Shares,1.5010246E9,32.09
C-W.CL,CITIGROUP CAP XVI,1.5E9,
USMC,Principal U.S. Mega-Cap Multi-Factor Index ETF,1.4999744E9,
NTL,北方电信投资,1.49957E9,12.44
IYG,iShares U.S. Financial Services ETF,1.4991405E9,48.41
BV,"BrightView Holdings, Inc.",1.4991397E9,
UTG,Reaves 公用事业收益基金,1.4990361E9,9.53
NSA,National Storage Affiliates Trust  of Beneficial Interest,1.4985682E9,155.82
AGI,Alamos Gold Inc. Class A,1.4984827E9,
VRRM,Verra Mobility Corporation,1.4981438E9,960.0
FANH,泛华金控,1.4955448E9,383.42
VRNS,"Varonis Systems, Inc.",1.4953342E9,
LFIN,LongFin Corp,1.491251E9,
FIBK,"First Interstate BancSystem, Inc.",1.4904596E9,14.54
GBTC,比特币基金,1.49E9,
STFC,State Auto Financial Corporation,1.4894295E9,48.62
DNOW,NOW Inc.,1.4886172E9,45.77
MPG,Metaldyne Performance Group Inc.,1.4875227E9,15.76
HLI,华利安投行,1.4850735E9,16.64
KRO,康诺斯全球,1.4847776E9,7.58
PGEM,"Ply Gem Holdings, Inc.",1.4842515E9,21.87
FDL,红利股ETF-First Trust,1.4830021E9,
WNRL,"Western Refining Logistics, LP Common Units representing limited partner interests",1.4828657E9,22.71
COKE,可口可乐装瓶,1.4814932E9,22.77
MANT,美泰科技,1.4809087E9,16.96
HBM,Hudbay Minerals(正股),1.4788004E9,6.9
PRK,Park National Corporation,1.4782977E9,13.67
CUDA,梭子鱼网络,1.4779999E9,98.36
MDCO,麦迪逊医药,1.4772435E9,
RDC,罗文,1.4752688E9,
SBCF,Seacoast Banking Corporation of Florida,1.4740036E9,21.14
BLOX,Infoblox,1.4705683E9,
SFLY,"Shutterfly, Inc.",1.4705317E9,
JPM-G,摩根大通-优先股G,1.47003E9,
MMI,摩托罗拉移动,1.4695247E9,21.48
KTOS,克瑞拓斯安全防卫,1.4680981E9,
JPM-F,摩根大通-优先股F,1.467752E9,
HYS,高息公司债0-5年ETF-PIMCO,1.465564E9,
HACK,网络安全ETF-PureFunds,1.464881E9,
SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,1.464843E9,
FAS,金融业3X做多-Direxion,1.4628539E9,110.86
KLIC,库力索法半导体,1.4626258E9,27.24
YEXT,"Yext, Inc.",1.4625359E9,
MED,快验保,1.4622385E9,31.26
FDP,戴尔蒙特新鲜制造,1.4619218E9,201.47
EVH,"Evolent Health, Inc Class A",1.461852E9,
EIG,Employers控股,1.4612251E9,10.08
XSLV,Invesco S&P SmallCap Low Volatility ETF,1.4604345E9,
DDS,狄乐百货,1.4565783E9,7.65
WMIH,WMIH Corp.,1.4547226E9,44.5
STBA,"S&T Bancorp, Inc.",1.4545237E9,16.55
ACA,"Arcosa, Inc.",1.4537034E9,
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,1.4531126E9,
WMS,"Advanced Drainage Systems, Inc.",1.4512868E9,18.41
JPIN,JPMorgan Diversified Return International Equity ETF,1.449641E9,
PVTL,"Pivotal Software, Inc. Class A",1.44889E9,36.24
NEO,"NeoGenomics, Inc.",1.4485543E9,193.75
GAB,"Gabelli Equity Trust, Inc. (The)",1.4471255E9,63.78
ENTA,"Enanta Pharmaceuticals, Inc.",1.4470842E9,21.41
TRVG,Trivago,1.4459769669E9,
SAIA,"Saia, Inc.",1.4457817E9,11.63
GZT,Gazit-Globe Ltd. Ordinary Shares,1.4442795E9,
IGM,iShares Expanded Tech Sector ETF,1.444014E9,528.94
PBH,普雷斯蒂奇,1.4419374E9,4.37
ONE,精锐教育,1.44193227E9,
HTZ,赫兹租车,1.4411172E9,2.9
GIMO,Gigamon Inc.,1.4390907E9,
PLCE,"Children's Place, Inc. (The)",1.436916E9,18.8
BLDR,"Builders FirstSource, Inc.",1.4363569E9,13.32
BLDR,"Builders FirstSource, Inc.",1.4363569E9,13.32
PLT,缤特力,1.4361202E9,11.56
MATX,"Matson, Inc.",1.4348743E9,5.67
SCS,Steelcase Inc.,1.4347718E9,18.69
CBM,凯姆布雷克斯,1.4316722E9,10.86
JCI-Z.CL,JOHNSON CTLS INC,1.43E9,
PXF,Invesco FTSE RAFI Developed Markets ex-U.S. ETF,1.429179E9,
IDEV,iShares Core MSCI International Developed Markets ETF,1.428576E9,
AMRX,"Amneal Pharmaceuticals, Inc. Class A",1.4280224E9,
TDTT,3年目标久期通胀债券ETF-FlexShares,1.4275215E9,
REET,全球房地产ETF-iShares,1.426464E9,
MRC,MRC Global Inc.,1.4253351E9,19.73
QSII,"Quality Systems, Inc.",1.4249747E9,1109.5
CVGW,卡拉沃养殖,1.4239797E9,44.05
CPK,切萨皮克气业,1.422968E9,21.99
MATW,马修国际,1.4227758E9,13.16
RYT,科技等权重ETF-Guggenheim,1.420704E9,16.07
UVV,环球烟草,1.4199756E9,12.0
ATRI,Atrion Corporation,1.4188776E9,40.48
PGF,金融优先股ETF-PowerShares,1.418472E9,8.78
EVV,伊万有限久期收益基金,1.4181551E9,8.91
OCLR,"Oclaro, Inc.",1.4174911E9,30.59
GLOG,GasLog Ltd.,1.4150874E9,
HUBG,枢纽,1.4143959E9,8.5
CZZ,科桑,1.4135777E9,8.57
USO,美国原油基金,1.412943E9,4.45
LZB,La-Z-Boy家具,1.4110925E9,17.02
KANG,爱康国宾,1.41088479134E9,45.62
TRHC,"Tabula Rasa HealthCare, Inc.",1.4106837E9,
ECOL,"US Ecology, Inc.",1.4094448E9,21.11
FIT,Fitbit,1.40923981E9,
DKT,Deutsch Bk Contingent Cap Tr V Tr Pfd Secs,1.40716E9,
WEB,"Web.com Group, Inc.",1.405683E9,28.27
TSEM,Tower半导体,1.4054791E9,4.89
LAUR,"Laureate Education, Inc.",1.4004764E9,22.81
NSU,Nevsun Resources Ltd Ordinary Shares,1.4000696E9,
ATSG,航空运输服务,1.3990236E9,10.3
SSRM,SSR Mining Inc.,1.3985049E9,55.38
VRTU,Virtusa Corporation,1.3983676E9,
FLOW,弗洛国际,1.3978322E9,13.69
MPSX,MULTI PACKAGING SOLUTIONS INTL COM USD1,1.3977833E9,89.95
BCOR,"Blucora, Inc.",1.397374E9,19.55
LKCO,Luokung Technology Corp,1.3952229E9,
ABG,阿斯伯里汽车,1.3934775E9,8.63
DIN,"Dine Brands Global, Inc.",1.3929058E9,10.46
OSIS,"OSI Systems, Inc.",1.3923445E9,
GTT,"GTT Communications, Inc.",1.392147E9,
SCHL,学乐集团,1.3917351E9,121.91
SRG,Seritage Growth Properties Class A,1.39139E9,
CVNA,Carvana Co.,1.3911968E9,
NYLD,"NRG Yield, Inc. Class C",1.3895058E9,35.5
ATU,实用动力,1.3893675E9,
BAC-B,"Bank of America Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 6.000% Non-Cumulative Prefer",1.38834E9,
SPH,"Suburban Propane Partners, L.P.",1.3855817E9,18.12
TY,Tri Continental Corporation,1.3845397E9,76.61
TIVO,TiVo Corporation,1.3842646E9,
SFL,Ship Finance International Limited,1.3835338E9,11.25
LIZ,Liz Claiborne,1.38187E9,
USPH,"U.S. Physical Therapy, Inc.",1.3816243E9,75.12
RAVN,"Raven Industries, Inc.",1.3810796E9,24.16
MKC.V,味好美,1.3792887E9,20.62
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",1.3791873E9,34.08
NGL,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests,1.3784799E9,
MSGN,MSG Networks Inc.,1.3777772E9,5.78
DLPH,德尔福汽车,1.3769349E9,4.94
ADX,亚当斯快递,1.3768543E9,59.35
HOME,At Home Group Inc.,1.3724848E9,49.07
NPO,EnPro Industries Inc,1.3721136E9,18.18
PTLC,Pacer Fund Trust Pacer Trendpilot US Large Cap ETF,1.371367E9,
WDR,"Waddell & Reed Financial, Inc.",1.3713606E9,8.54
RDIV,Oppenheimer S&P Ultra Dividend Revenue ETF,1.371322E9,
BSCJ,2019投资级债ETF-Guggenheim,1.3710945E9,
MITL,Mitel Networks Corporation,1.3709409E9,
CLNC,"Colony Credit Real Estate, Inc. Class A",1.3700274E9,
SEMG,Semgroup Corporation Class A,1.3688947E9,
INST,"Instructure, Inc.",1.3686709E9,
TAC,TransAlta Corporation Ordinary Shares,1.3659189E9,
ANF,Abercrombie & Fitch,1.3643099E9,27.63
BITA,易车,1.36422852E9,
GBX,格林布赖尔,1.3642084E9,9.61
SSTK,"Shutterstock, Inc.",1.3632875E9,33.26
FRPT,"Freshpet, Inc.",1.3631829E9,
TILT,FlexShares Mornigstar US Market Factors Tilt Index Fund ETF,1.3628161E9,
REV,露华浓,1.3610762E9,
BOTZ,Global X Robotics & Artificial Intelligence ETF,1.3608E9,
CATM,Cardtronics plc,1.3601657E9,52.68
RUN,Sunrun Inc.,1.3601255E9,13.36
VM,VM,1.36E9,
DOOR,美森特,1.3599742E9,9.66
NEXA,Nexa Resources S.A.,1.358536E9,53.63
CVCO,卡寇工业,1.3579002E9,17.52
PZZA,棒约翰,1.3518799E9,33.48
IPXL,Impax制药,1.3518502E9,
FIYY,Barclays ETN  FI Enhanced Global High Yield Exchange Traded Notes Series B,1.3511761E9,
ININ,互动智能,1.3509738E9,
OR,Osisko Gold Royalties Ltd,1.3503701E9,
PRAA,"PRA Group, Inc.",1.3482263E9,9.89
AIMT,"Aimmune Therapeutics, Inc.",1.3449332E9,
SYNA,Synaptics Incorporated,1.342167E9,
PBI,必能宝,1.3414911E9,5.22
BXMX,BuyWrite收益基金-Nuveen,1.3399959E9,30.09
ARWR,Arrowhead制药,1.3391021E9,
LEN.B,莲娜,1.3384162E9,10.49
ARKK,ARK Innovation ETF,1.3375E9,
USAC,"USA Compression Partners, LP Common Units Representing Limited Partner Interests",1.3369048E9,
AOR,iShares Core Growth Allocation ETF,1.335672E9,
ARII,"American Railcar Industries, Inc.",1.3352989E9,9.08
KRG,凯特地产信托,1.3352497E9,
UFCS,"United Fire Group, Inc",1.3328143E9,17.78
BEDU,博实乐教育,1.329615E9,37.8
FI,Frank's International N.V.,1.3277962E9,
UVE,UNIVERSAL INSURANCE HOLDINGS INC,1.3276771E9,8.48
QAI,多策略对冲基金复制-IQ Hedge,1.32615E9,
NMIH,NMI Holdings Inc,1.3260463E9,19.23
RWT,"Redwood Trust, Inc.",1.3257855E9,9.74
HCC,"Warrior Met Coal, Inc.",1.3252418E9,3.17
FOE,费罗,1.3238673E9,22.39
MLPI,Alerian MLP基础设施ETF-ETRACS,1.3236402E9,
TYG,陆龟能源基建基金,1.3226391E9,
AIR,AAR Corp.,1.3220339E9,16.67
IAG,Iamgold Corporation Ordinary Shares,1.320478E9,
IMAX,IMAX Corp.,1.32034512E9,204.0
FCF,第一联邦金融,1.3203411E9,15.62
DRQ,"Dril-Quip, Inc.",1.3201802E9,
FSS,联邦信号,1.3199114E9,14.7
WMK,"Weis Markets, Inc.",1.3199066E9,11.66
SIG,西格内特珠宝,1.3190905E9,
GHG,格林酒店,1.314057E9,
CNNE,"Cannae Holdings, Inc.",1.31363E9,
CORE,科尔.马克控股,1.3135245E9,30.25
VOX,电信业ETF-Vanguard,1.3117109E9,6.87
TR,"Tootsie Roll Industries, Inc.",1.3111971E9,27.6
TEGP,"Tallgrass Energy GP, LP Class A Shares",1.309892E9,
LXFT,"Luxoft Holding, Inc. Class A Ordinary Shares",1.3094532E9,38.43
IXC,全球能源业ETF-iShares,1.306935E9,70.15
WK,Workiva Inc. Class A,1.3043234E9,
DGS,新兴市场小盘红利股-WisdomTree,1.304143E9,
BHLB,"Berkshire Hills Bancorp, Inc.",1.3028649E9,15.68
FTV-A,"Fortive Corporation 5.00% Mandatory Convertible Preferred Stock, Series A",1.302462E9,
KRNY,卡尼金融储蓄,1.3020833E9,45.93
FEX,First Trust Large Cap Core AlphaDEX Fund,1.3017521E9,
FSIC,FS投资基金,1.3009981E9,
WSFS,WSFS Financial Corporation,1.300891E9,14.01
XRE,iShares S&P/TSX Capped REIT Index,1.3E9,6.38
SHLM,舒曼,1.2984027E9,48.35
TRS,瑞奇包装系统,1.2970134E9,20.97
PTY,PIMCO企债收益机会基金,1.2954158E9,10.31
BUSE,First Busey Corporation,1.2952934E9,15.24
CAL,Caleres鞋业,1.2949019E9,14.45
ANGI,ANGI Homeservices Inc.,1.2944014E9,
ILPT,Industrial Logistics Properties Trust,1.293632E9,16.3
COOP,MR COOPER GROUP INC,1.2931856E9,39.56
CWST,"Casella Waste Systems, Inc.",1.2927642E9,32.8
DSI,iShares MSCI KLD 400 Social ETF,1.29168E9,
AVG,AVG科技,1.291124E9,28.02
KCG,骑士资本,1.2896782E9,7.66
DDD,3D Systems,1.289356266E9,
MSTR,MicroStrategy Incorporated,1.2857989E9,
ZLAB,再鼎医药,1.285259664E9,
DOOO,brp inc.,1.2849179E9,16.14
KN,Knowles Corporation,1.2827041E9,71.1
GLUU,Glu移动,1.28207947167E9,
NVRO,Nevro Corp.,1.2816354E9,
NTRI,NutriSystem Inc,1.2810924E9,23.41
CPS,Cooper-Standard Holdings Inc.,1.2795984E9,8.3
PDP,Invesco Exchange-Traded Fund Trust Invesco DWA Momentum ETF,1.2778425E9,6.84
TGS,Transportadora de Gas del Sur SA TGS,1.2776914E9,4.66
TBB,AT&T Inc. 5.350% Global Notes due 2066,1.277535E9,
OXM,牛津工业,1.2771592E9,17.24
HOLI,和利时自动化,1.276838836E9,18.73
BIG,"Big Lots, Inc.",1.2767488E9,8.81
FTAI,Fortress运输基础设施投资,1.276733E9,151.9
SPXC,SPX Corporation,1.2752927E9,13.18
SAFT,"Safety Insurance Group, Inc.",1.2707759E9,16.69
TRTX,"TPG RE Finance Trust, Inc.",1.2706859E9,11.52
ILPTV,Industrial Logistics Properties Trust,1.270206E9,16.0
BWX,国际主权债ETF-SPDR,1.269141E9,
TSLX,"TPG Specialty Lending, Inc.",1.2690806E9,9.29
SCSS,Select Comfort Corporation,1.2690315E9,22.6
HMHC,Houghton Mifflin Harcourt Company,1.2689742E9,
FMSA,Fairmount Santrol Holdings Inc.,1.2674104E9,13.73
GNR,SPDR S&P Global Natural Resources ETF,1.2671895E9,
FPF,第一信托中久期优先收益基金,1.2657557E9,
ROBO,全球机器人自动化ETF-ROBO,1.264828E9,
PDP,Invesco Exchange-Traded Fund Trust Invesco DWA Momentum ETF,1.264671E9,6.84
LGIH,"LGI Homes, Inc.",1.2630705E9,9.3
KN,Knowles Corporation,1.2628592E9,70.0
LPSN,"LivePerson, Inc.",1.2613379E9,
VICR,Vicor Corporation,1.2587626E9,68.17
SVU,Supervalu,1.2579679E9,
AAWW,阿特拉斯环球航空,1.2577629E9,4.74
JPM-D.CL,JPMorgan Chase Bank N A London Branch Depositary Shs Repstg 1/400th Pfd Ser O,1.2569936E9,
WVE,WAVE Life Sciences Ltd. - Ordinary Shares,1.2548599E9,
LTRPA,"Liberty TripAdvisor Holdings, Inc. - Series A",1.2543455E9,
MYOV,Myovant Sciences Ltd.,1.2527258E9,
RATE,银率,1.251238E9,
EDIT,"Editas Medicine, Inc.",1.2497584E9,
BSCL,2021投资级债ETF-Guggenheim,1.2486E9,
PXH,Invesco FTSE RAFI Emerging Markets ETF,1.247601E9,
PVG,"Pretium Resources, Inc. Ordinary Shares (Canada)",1.2475516E9,48.57
MDYG,SPDR S&P 400 Mid Cap Growth ETF (based on S&P MidCap 400 Growth Index--symbol: MUV),1.247148E9,15.84
AROC,"Archrock, Inc.",1.2468074E9,12.85
AUTL,Autolus Therapeutics Plc,1.245736E9,
BCS-A,巴克莱银行-优先股A,1.24512E9,
VBTX,"Veritex Holdings, Inc.",1.2426892E9,17.38
CTRA,"Contura Energy, Inc.",1.2423401E9,
SPSM,SPDR Portfolio Small Cap ETF,1.241364E9,
RQI,Cohen & Steers 高质量收益地产基金,1.2411652E9,13.87
GTY,格蒂房地产,1.240725E9,25.72
QTT,趣头条,1.2405496E9,
FBGX,UBS AG FI Enhanced Large Cap Growth ETN,1.2400326E9,
BTZ,贝莱德信用债配置收益信托,1.2392894E9,16.72
MXL,"MaxLinear, Inc.",1.2379175E9,
SPHQ,Invesco S&P 500 Quality ETF,1.237873E9,8.28
HDP,"Hortonworks, Inc.",1.2366064E9,
SSW,塞斯潘,1.2355494E9,6.82
SBSI,"Southside Bancshares, Inc.",1.2355203E9,18.21
GNCMA,通用通讯,1.2347563E9,
KNSL,"Kinsale Capital Group, Inc.",1.2341812E9,35.67
TMP,Tompkins Financial Corporation,1.23415E9,18.87
LC,Lending Club,1.2341250395E9,
BSIG,BrightSphere Investment Group plc Ordinary Shares,1.2335096E9,19.02
BBN,BlackRock Taxable Municipal Bond Trust  of Beneficial Interest,1.2327011E9,
APAM,Artisan Partners Asset Management Inc. Class A,1.2321846E9,14.81
INVN,InvenSense,1.2286109571E9,
GCI,甘尼特,1.2272374E9,83.46
INSP,"Inspire Medical Systems, Inc.",1.2269892E9,
HYT,贝莱德企业高收益基金,1.2262023E9,8.44
ICFI,ICF国际,1.2250768E9,17.91
PSDO,"Presidio, Inc.",1.2241366E9,10.26
SRCI,SRC Energy Inc.,1.2227082E9,5.25
IWY,iShares Russell Top 200 Growth ETF,1.22048E9,
ATNI,大西洋电信网络,1.216569E9,19.84
TXMD,"TherapeuticsMD, Inc.",1.2155729E9,
CPLA,卡佩拉教育,1.2149752E9,47.78
SLY,SPDR S&P 600 Small Cap ETF (based on S&P SmallCap 600 Index -- symbol SML),1.214898E9,4.85
IBP,"Installed Building Products, Inc.",1.2146515E9,25.1
BIO.B,"Bio-Rad Laboratories, Inc. Class B",1.2144099E9,86.54
WHD,"Cactus, Inc. Class A",1.2129722E9,
TBT,长期国债2X做空-ProShares,1.2116693E9,
MGRC,McGrath RentCorp,1.2114564E9,7.07
SPMD,SPDR Portfolio Mid Cap ETF,1.21072E9,0.41
AMBA,安霸,1.210025145E9,66.05
MNR,Monmouth Real Estate Investment Corporation Class A,1.2080419E9,18.58
UPRO,标普500-3X多-ProShares,1.2075075E9,
PRO,"PROS Holdings, Inc.",1.2044014E9,
AMWD,伍德马克,1.2041426E9,19.11
ATRC,"AtriCure, Inc.",1.2028025E9,
KTWO,"K2M Group Holdings, Inc.",1.2027678E9,
NMRKV,"Newmark Group, Inc.",1.2018481E9,5.27
HTGC,大力神资本,1.2014088E9,13.07
BCS-A.CL,Barclays PLC ADS,1.20096E9,
DEL,代尔提克木材,1.2005796E9,126.22
XAR,SPDR S&P Aerospace & Defense ETF,1.197486E9,
JPM-H,摩根大通-优先股H,1.19738E9,
USB-M,US Bancorp-优先股M,1.19636E9,
SNBR,Sleep Number Corporation,1.1947795E9,23.36
AZZ,AZZ Inc.,1.1942716E9,18.17
KMG,"KMG Chemicals, Inc.",1.1917127E9,17.75
NTGR,"NETGEAR, Inc.",1.1907942E9,
FSCT,"ForeScout Technologies, Inc.",1.1907125E9,
SWHC,史密斯威森,1.1874641E9,8.86
AOM,iShares Core Moderate Allocation ETF,1.186488E9,
EXCU,EXELON CORP,1.18542E9,18.8
CRVL,CorVel Corp.,1.1850795E9,27.97
PMT,PennyMac Mortgage Investment Trust  of Beneficial Interest,1.1830675E9,10.01
KREF,KKR Real Estate Finance Trust Inc.,1.182148E9,12.87
TLND,Talend S.A. - American Depositary Shares,1.1803117E9,
ALTR,艾尔特拉,1.1802167E9,
CLVS,"Clovis Oncology, Inc.",1.1791636E9,
SONO,索诺声,1.1775446E9,
RUSHA,"Rush Enterprises, Inc.",1.1772229E9,7.97
EWW,墨西哥ETF-iShares MSCI,1.176327E9,107.31
CHCO,City Holding Company,1.1752085E9,15.94
CSGS,CSG系统国际,1.1738268E9,19.25
BRKL,布鲁克赖恩银行,1.1719212E9,16.74
DCUD,"Dominion Energy, Inc. 2016 Series A Corporate Units",1.1715E9,
ROCK,"Gibraltar Industries, Inc.",1.1713275E9,15.61
SRCE,1st Source Corporation,1.1713148E9,14.99
HYLS,高收益债战术ETF-First Trust,1.1706541E9,
VHI,瓦利化工,1.1701898E9,
VCRA,Vocera通信,1.1697279E9,
QURE,uniQure N.V. - Ordinary Shares,1.1690596E9,
TCMD,"Tactile Systems Technology, Inc.",1.1676499E9,185.91
DDC,Dominion Diamond Corporation,1.1672739E9,20.65
LMNX,路明克斯,1.166213E9,87.2
TWNK,"Hostess Brands, Inc.",1.1660606E9,5.3
HFWA,Heritage金融银行,1.1659281E9,23.08
RKUS,优科无线,1.1653353E9,257.4
JRVR,"James River Group Holdings, Ltd.",1.1648866E9,22.48
FOCS,Focus Financial Partners Inc.,1.1636113E9,
BFS,"Saul Centers, Inc.",1.161188E9,32.52
SYKE,赛科斯企业,1.1610872E9,77.54
SSRI,Silver Standard Resources Inc.,1.1602252E9,15.66
ILF,拉美40指数ETF-iShares,1.159435E9,56.74
WAGE,"WageWorks, Inc.",1.1593687E9,25.0
GPI,汽车一组,1.1588959E9,5.3
IOVA,"Iovance Biotherapeutics, Inc.",1.15866E9,
FBK,FB Financial Corporation,1.1580312E9,13.51
MNTA,"Momenta Pharmaceuticals, Inc.",1.1580251E9,
HL,赫克拉矿业,1.1572805E9,
ESPR,"Esperion Therapeutics, Inc.",1.1542136E9,
XON,Intrexon Corporation,1.154033E9,
TIER,"TIER REIT, Inc.",1.1536E9,82.35
BJRI,BJs餐饮,1.1533939E9,18.3
SGMO,"Sangamo Therapeutics, Inc.",1.1526284E9,
TASR,TASER International ,1.1513623E9,68.75
BABY,纳图斯医疗,1.1507527E9,
GSIE,Goldman Sachs ActiveBeta International Equity ETF,1.150338E9,
BBAX,JPMorgan BetaBuilders Developed Asia-ex Japan ETF,1.148976E9,
CYS,"CYS Investments, Inc.",1.1486995E9,25.48
EWA,澳大利亚ETF-iShares MSCI,1.148364E9,
BNCL,Beneficial Mutual银行,1.1482023E9,35.7
NHC,National HealthCare Corporation,1.1469117E9,18.41
INZ,ING Groep N.V.,1.14532E9,21.99
TAHO,"Tahoe Resources, Inc. Ordinary Shares (Canada)",1.1435949E9,
USA,Liberty All-Star Equity Fund,1.1386734E9,20.75
FNFV,"FNFV Group of Fidelity National Financial, Inc.",1.1383799E9,
INN,"Summit Hotel Properties, Inc.",1.1377027E9,16.21
IYY,iShares Dow Jones U.S. ETF,1.1375775E9,135.77
WRLD,World Acceptance Corporation,1.1373847E9,17.55
DENN,Denny's Corporation,1.1365849E9,26.71
ZPIN,智联招聘,1.136427747E9,25.63
NXGN,NEXTGEN HEALTHCARE INC,1.134931E9,195.0
PWV,Invesco Dynamic Large Cap Value ETF,1.133407E9,13.93
BAC-W,美国银行-优先股W,1.133E9,
BAC-C,美国银行-优先股C,1.133E9,
NP,尼拿纸业,1.1325871E9,26.75
PRTY,Party City Holdco Inc.,1.1321143E9,6.4
BBT-E,BB&T Corporation Depositary Shares Representing 1/1000th Perpetual Preferred Series E,1.13114E9,
OCFC,OceanFirst Financial Corp.,1.1308621E9,18.69
BIF,Boulder Growth & Income Fund,1.1301732E9,26.68
NG,Novagold Resources Inc.,1.1293404E9,
MDYV,SPDR S&P 400 Mid Cap Value ETF (based on S&P MidCap 400 Value Index--symbol: MGD,1.1293E9,10.69
CNXM,CNX Midstream Partners LP Common Units representing limited partner interests,1.1289679E9,10.56
GTX,Garrett Motion Inc.,1.1287587E9,
ETV,伊万税收管理备兑认购机会基金,1.1278773E9,145.1
ELP,Companhia Paranaense de Energia (COPEL),1.1277189E9,6.97
ETG,伊万税收管理全球红利收益基金,1.1277172E9,9.12
ASHR,沪深300ETF-德银嘉实,1.127087E9,
SASR,"Sandy Spring Bancorp, Inc.",1.1270349E9,11.25
TALO,Talos Energy Inc.,1.1269815E9,
SPPI,"Spectrum Pharmaceuticals, Inc.",1.125798E9,
IIJI,首创网络,1.1246775E9,24.56
CBZ,"CBIZ, Inc.",1.1242589E9,16.88
MYCC,"ClubCorp Holdings, Inc.",1.1241217E9,
BAC-Y,美国银行-优先股Y,1.12376E9,
SMP,"Standard Motor Products, Inc.",1.1193377E9,30.99
SSYS,Stratasys,1.119328E9,
