symbol,name,marketcapital,pettm
BPRAP,Brookfield Property REIT Inc,2.29E8,
NESRU,National Energy Services Reunited Corp. Unit,2.289878E8,
UEC,Uranium Energy,2.289761E8,
TEUM,Pareteum Corporation,2.289758E8,
IKJ.CL,BANK OF AMERICA CORPORATION,2.2851E8,
MXI,iShares Global Materials ETF,2.284875E8,12.02
STRO,Sutro Biopharma Inc,2.284818E8,
EPHE,菲律宾ETF-iShares,2.28333E8,
OAK-B,"Oaktree Capital Group, LLC 6.550% Series B Preferred Units",2.28326E8,
LCUT,生活时光品牌家具,2.28176E8,
CNTY,世纪赌场,2.281536E8,
ERA,"Era Group, Inc.",2.280639E8,2.69
DISCB,DISCOVERY INC,2.279332E8,
DHG,"Deutsche High Income Opportunities Fund, Inc  New",2.279331E8,
SBBP,Strongbridge Biopharma plc - Ordinary Shares,2.279038E8,
AFT,Apollo Senior Floating Rate Fund Inc.,2.273667E8,22.79
QABA,社区银行ETF-First Trust,2.273351E8,
BGSF,BG Staffing Inc,2.273333E8,18.34
IAI,美国券商ETF-iShares,2.27328E8,9.54
VXXB,iPath Series B S&P 500 VIX Short-Term Futures ETN,2.272889E8,
SYRS,"Syros Pharmaceuticals, Inc.",2.271686E8,
CTAA,Qwest Corporation 7% Notes due 2056,2.2701E8,
NWY,"New York & Company, Inc. New York & Company, Inc.",2.269089E8,20.59
APF,大摩亚太基金,2.268867E8,157.09
IG,Principal Investment Grade Corporate Active ETF,2.267805E8,128.0
SSC,"Seven Stars Cloud Group, Inc.",2.267411E8,
DUC,达夫菲尔普斯债券信托基金,2.265562E8,11.29
PZC,PIMCO加州市政债收益基金3期,2.264161E8,9.15
ALCO,阿里科,2.26253E8,19.33
DMRC,数字标识,2.260802E8,
EVG,伊万短久期多元收益基金,2.260107E8,12.39
BWFG,"Bankwell Financial Group, Inc.",2.256998E8,13.9
GRAF.UN,"Graf Industrial Corp. Units, each consisting of One share of  and One redeemable Warrant",2.256975E8,
BLFS,"BioLife Solutions, Inc.",2.256972E8,244.0
LDUR,PIMCO Enhanced Low Duration Active Exchange-Traded Fund,2.25476E8,
NAK,"Northern Dynasty Minerals, Ltd.",2.251097E8,
SJT,圣胡安盆地信托,2.246544E8,3.65
PLPM,"Planet Payment, Inc.",2.245551E8,9.35
DL,正保远程教育,2.24482797E8,8.73
TDE,"Telephone and Data Systems, Inc. 6.875% Senior Notes due 2059",2.2428E8,12.78
UFPT,"UFP Technologies, Inc.",2.241455E8,17.78
NWPX,西北管道,2.24101E8,6.34
DMB,"Dreyfus Municipal Bond Infrastructure Fund, Inc.",2.240763E8,
LEJU,乐居,2.240106E8,
EWD,瑞典ETF-iShares MSCI,2.239928E8,
CVGI,商用汽车,2.239914E8,7.8
WPRT,Westport Fuel Systems Inc,2.238745E8,
SIZE,iShares Edge MSCI USA Size Factor ETF,2.237598E8,
AXAS,Abraxas石油,2.232574E8,
GNE,Genie Energy Ltd. Class B  Stock,2.231136E8,25.2
NEFF,Neff Corporation,2.224384E8,22.52
CDMO,"Avid Bioservices, Inc.",2.220288E8,
ENT,全球鹰娱乐,2.219038E8,
ADES,"Advanced Emissions Solutions, Inc.",2.218601E8,6.44
XRM,"Xerium Technologies, Inc. New",2.216084E8,
SCM,Stellus Capital Investment Corporation,2.212793E8,7.75
EVM,"Eaton Vance California Municipal Bond Fund  of Beneficial Interest, $.01 par value",2.212176E8,10.24
HEWG,德国ETF汇率对冲-iShares,2.21025E8,
AFMD,Affimed N.V.,2.209948E8,
SCD,LMP Capital and Income Fund Inc.,2.208353E8,25.58
MXF,墨西哥封基-MXF,2.207268E8,63.96
MX,"MagnaChip Semiconductor Corporation Depositary Shares, each representing one share of",2.205419E8,6.64
NSL,纽文高级收益基金,2.205309E8,8.65
PSB-U,"PS Business Parks, Inc. Dep Shs Repstg 1/1000 Pfd Ser U",2.2034E8,
XES,油气服务ETF-SPDR,2.202125E8,
AMTBB,Mercantil Bank Holding Corporation,2.201131E8,
FPL,第一信托新机会MLP能源基金,2.200945E8,2.9
AMCIU,AMCI Acquisition CORP,2.200797E8,
JG,极光,2.200427E8,
CVRS,"Corindus Vascular Robotics, Inc. (DE)",2.200214E8,
ILTB,iShares Core 10  Year USD Bond ETF,2.199724E8,
CNXC,CNX Coal Resources LP Common Units representing limited partner interests,2.198571E8,10.0
JKJ,iShares Morningstar Small-Cap ETF,2.19834E8,11.23
ISTR,Investar Holding Corporation,2.19749E8,17.71
DFT-C,"Dupont Fabros Technology, Inc. 6.625% Series C Cumulative Redeemable Perpetual Preferred Stock",2.196926E8,
PFBI,"Premier Financial Bancorp, Inc.",2.195721E8,11.04
BPI,"Bridgepoint Education, Inc.",2.193097E8,11.22
CCRC,泰盈科技,2.190387E8,24.9
DGAS,德尔塔天然气,2.189846E8,39.86
CTAC,ChaSerg Technology Acquisition Corp.,2.187024E8,
CEFL,高收益封基2X做多-ETRACS,2.186062E8,
IIIV,"I3 Verticals, Inc.",2.185928E8,300.0
XBIT,XBiotech Inc.,2.185006E8,
MUDSU,Mudrick Capital Acquisition Corporation Unit,2.184E8,
BBCP,"Concrete Pumping Holdings, Inc.",2.183771E8,
TSBK,"Timberland Bancorp, Inc.",2.179066E8,11.81
DMO,Western Asset Mortgage Defined Opportunity Fund Inc,2.176448E8,
ARD,阿里纳资源,2.17507E8,
NPV,弗吉尼亚纽文市保,2.17351E8,13.77
NL,"NL Industries, Inc.",2.173246E8,0.96
GLF,格尔马克,2.17276E8,7.59
PRTK,"Paratek Pharmaceuticals, Inc.",2.169525E8,
AMSGP,AMSURG CORP,2.16591E8,45.93
SNDE,Sundance Energy Australia Limited - American Depositary Shares,2.165506E8,
EUSA,iShares MSCI USA Equal Weighted ETF,2.1628E8,
MHD,黑岩MunHoldings市政债基金,2.16274E8,13.14
JTD,Nuveen Tax-Advantaged Dividend Growth Fund  of Beneficial Interest,2.159615E8,23.52
GTYH,"GTY Technology Holdings, Inc. - Class A Ordinary Shares",2.159104E8,145.57
PALL,钯金ETF-ETFS,2.156682E8,15.94
SPWH,"Sportsman's Warehouse Holdings, Inc.",2.155507E8,11.16
SCAC,Saban Capital Acquisition Corp. - Class A Ordinary Share,2.153862E8,
ACV,安联多元收益可转债基金,2.152606E8,10.33
BVX,Bovie Medical Corporation,2.151588E8,
NQ,凌动智行,2.150181E8,
PETX,"Aratana Therapeutics, Inc.",2.14919E8,
FTF,富兰克林有限久期收益信托,2.147392E8,8.64
KMDA,Kamada Ltd. - Ordinary Shares,2.14727E8,29.61
TCRD,"THL Credit, Inc.",2.146655E8,5.21
EYPT,"EyePoint Pharmaceuticals, Inc.",2.146519E8,
EPS,WisdomTree U.S. Earnings 500 Fund,2.1442E8,
ADRO,Aduro BioTech Inc,2.14391E8,
LCNB,LCNB Corporation,2.143496E8,13.31
PTVCB,Protective Insurance Corporation,2.143269E8,9.1
SFE,安科投资,2.143177E8,
AMH-C,American Homes 4 Rent Participating Pfd Ser C,2.14244E8,
AMH-E,American Homes 4 Rent 6.35% Series E Cumulative Redeemable Perpetual Preferred Shares of Beneficial Interest,2.14084E8,
NMRD,"Nemaura Medical, Inc.",2.139645E8,
BRID,Bridgford Foods Corporation,2.137594E8,32.71
BCI,Aberdeen Standard Bloomberg All Commodity Strategy K-1 Free ETF,2.13759E8,
AGLE,"Aeglea BioTherapeutics, Inc.",2.137421E8,
EXI,全球工业ETF-iShares,2.136135E8,32.89
TIBR,Tiberius Acquisition Corporation,2.134688E8,
PBB,Prospect Capital Corporation 6.25% Notes due 2024,2.132999E8,
FRBA,First Bank,2.130808E8,17.1
DZSI,"DASAN Zhone Solutions, Inc.",2.129917E8,27.93
JPGE,JPMorgan Diversified Return Global Equity ETF,2.129424E8,
JCE,Nuveen Core Equity Alpha Fund Nuveen Core Equity Alpha Fund  of Beneficial Interest,2.129282E8,
CTRC,CENTRIC BRANDS INC,2.129248E8,
IVH,Ivy High Income Opportunities Fund  of Beneficial Interest,2.127618E8,
PBPB,Potbelly Corporation,2.126717E8,
RICK,RCI酒店控股,2.125307E8,9.82
HSDT,"Helius Medical Technologies, Inc. Class A Common Stock",2.124105E8,
RCKY,"Rocky Brands, Inc.",2.123981E8,13.89
DHF,Dreyfus High Yield Strategies Fund,2.123064E8,6.49
VTIQU,VectoIQ Acquisition Corp.,2.1216E8,
PICO,PICO控股,2.121395E8,
PSA-X,Public Storage Depositary Shares Representing 1/1000th Cumulative Preferred Shares Beneficial Interest Series X,2.1213E8,
PRGX,"PRGX Global, Inc.",2.120844E8,59.87
TREC,Trecora Resources,2.12064E8,12.72
FSBW,"FS Bancorp, Inc.",2.11837E8,10.99
PIN,印度ETF-PowerShares,2.11642E8,12.25
EPE,EP Energy Corporation Class A,2.11498E8,
NRO,"Neuberger Berman Real Estate Securities Income Fund, Inc. Neuberger Berman Real Estate Securities Income Fund, Inc.",2.114917E8,8.58
SSW-H,Seaspan Corporation 7.875% Cumulative Redeemable Perpetual Preferred Shares - Series H,2.114582E8,
ETX,Eaton Vance Municipal Income 2028 Term Trust  of Beneficial Interest,2.112346E8,
ALLT,艾奥特通信,2.112265E8,
MLP,毛伊岛菠萝食品,2.110722E8,
FMCIU,Forum Merger II Corporation Unit,2.108876E8,
UNTY,联合银行,2.108798E8,11.46
PSP,全球私募股权基金ETF-PowerShares,2.10684E8,
RUBI,"The Rubicon Project, Inc.",2.106198E8,
DMRI,DeltaShares S&P International Managed Risk ETF,2.105775E8,
RYE,Invesco S&P 500 Equal Weight Energy ETF,2.105463E8,
AXS-D,Axis Capital Holdings Limited Preferred Series D (Bermuda),2.1033E8,
PGHY,全球短期高收益债-PowerShares,2.102464E8,
LQDA,Liquidia Technologies Inc,2.097308E8,
PSA-L.CL,PUBLIC STORAGE,2.0957E8,
CHRA,"Charah Solutions, Inc.",2.093975E8,
AIF,Apollo Tactical Income Fund Inc.,2.092945E8,
DDT,Dillard's Capital Trust I,2.092E8,
EFL,Eaton Vance Floating-Rate 2022 Target Term Trust  of Beneficial Interest,2.092E8,
LGLV,SPDR SSGA US Large Cap Low Volatility Index ETF,2.091375E8,
NLS,鹦鹉螺体育,2.091053E8,9.62
HYGH,iShares Interest Rate Hedged High Yield Bond ETF,2.0868E8,
FNY,First Trust Mid Cap Growth AlphaDEX Fund,2.084161E8,
KSA,沙特阿拉伯ETF-iShares MSCI,2.08325E8,
ZEUS,"Olympic Steel, Inc.",2.082789E8,5.5
OASM,Oasmia Pharmaceutical AB - American Depositary Shares,2.082771E8,
PVBC,"Provident Bancorp, Inc.",2.081023E8,24.27
CERC,Cerecor Inc.,2.081014E8,
BRT,BRT房地产信托,2.077988E8,8.19
SOV-C,桑坦德美国-优先股,2.0768E8,
GWRS,"Global Water Resources, Inc.",2.074127E8,32.2
ROUS,Hartford Multifactor U.S. Equity ETF,2.07388E8,
GF,新德国封基,2.073435E8,
DLR-C,"Digital Realty Trust, Inc. 6.625% Series C Cumulative Redeemable Perpetual Preferred Stock",2.071265E8,
CMO-B.CL,CAPSTEAD MTG CORP,2.0682E8,
MESA,Mesa Air Group Inc,2.067601E8,6.55
SGM,STONEGATE MTG CORP,2.065736E8,6.83
LAND,Gladstone农地基金,2.063795E8,52.73
STRS,Stratus Properties Inc.,2.063136E8,
UNB,联合银行,2.061483E8,21.88
AGFS,"AgroFresh Solutions, Inc.",2.060771E8,
CTACU,ChaSerg Technology Acquisition Corp.,2.06E8,
MUDS,Mudrick Capital Acquisition Corporation,2.0592E8,
AMR,"Alta Mesa Resources, Inc.",2.058699E8,
SIC,"Select Interior Concepts, Inc",2.057533E8,
BELFB,Bel Fuse Inc. - Class B,2.052745E8,
VKL,INVESCO VAN KAMPEN SELECT MU,2.0523E8,8.24
AEB,Aegon优先股B,2.051E8,86.31
DDWM,国际股票ETF汇率动态对冲-WisdomTree,2.05024E8,
LHC.UN,"Leo Holdings Corp. Units, each consisting of one Class A ordinary share, and one-third of one redeemable warrant",2.05E8,
LFVN,Lifevantage Corporation,2.049644E8,35.44
PSB-X,"PS Business Parks, Inc. Depositary Shares Each Representing 1/1,000 of a Share of 5.25% Cumulative Preferred Stock, Series X",2.04884E8,
JSM,学贷美6%票据,2.0484E8,7.16
ABUS,Arbutus Biopharma Corporation,2.04795E8,
NAME,"Rightside Group, Ltd.",2.046366E8,
NS-A,Nustar Energy L.P. 8.50% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,2.044842E8,
NMM,Navios Maritime Partners LP Common Units Representing Limited Partner Interests,2.044595E8,
GEOS,Geospace Technologies Corporation,2.043555E8,
MTL-,Mechel PAO American Depositary Shares (each representing one-half of a Preferred Share),2.042502E8,
KIM-J,Kimco Realty Corporation Depositary Sh Repstg 1/1000th Pfd CL J %,2.0421E8,
QVCD,"QVC, Inc. 6.375% Senior Secured Notes due 2067",2.0421E8,
HDEF,Xtrackers MSCI EAFE High Dividend Yield Equity ETF,2.039142E8,
DTLA-,Brookfield DTLA Inc. 7.625% Series A Cumulative Redeemable Preferred Stock,2.038513E8,
SMLV,SPDR SSGA US Small Cap Low Volatility Index ETF,2.037984E8,
HUSE,Strategy Shares US Market Rotation Strategy ETF,2.03745E8,
ADVM,"Adverum Biotechnologies, Inc.",2.036935E8,
LACQU,Leisure Acquisition Corp,2.036E8,
AMID,"American Midstream Partners, LP Common Units representing Limited Partner Interests",2.035416E8,
JMBA,"Jamba, Inc.",2.034844E8,
VNO-G,Vornado Realty Trust Preferred Series G,2.0344E8,
NHS,路博迈高收益策略基金,2.034175E8,6.09
TOCA,Tocagen Inc.,2.033637E8,
REXI,Resource America,2.032963E8,29.64
FRC-E.CL,FIRST REPUBLIC BANK Depositary Shs Repstg 1/40th Perp Pfd Ser E Fixed To Fltg (RATE),2.0328E8,
ICLK,爱点击,2.032635774E8,
TNAV,"Telenav, Inc.",2.032207E8,
MGR,"Affiliated Managers Group, Inc. 6.375% Senior Notes due 2042",2.032E8,2.81
ARL,美国房地产投资,2.031629E8,8.64
MIIIU,M III Acquisition Corp. - Unit,2.031457E8,
FRLG,Large Cap Growth Index-Linked Exchange Traded Notes due 2028,2.031256E8,
GERN,杰龙,2.031194E8,
MPB,Mid Penn Bancorp,2.030531E8,24.01
MGR.CL,"Affiliated Managers Group, Inc. 6.375% Senior Notes due 2042",2.0304E8,
FRC-A,FIRST REP BK SAN FRANCISCO C,2.027174E8,
ATHX,"Athersys, Inc.",2.026966E8,
FRC-E,FIRST REPUBLIC BANK Depositary Shs Repstg 1/40th Perp Pfd Ser E Fixed To Fltg (RATE),2.0256E8,
GRNQ,GREENPRO CAP CORP,2.024466E8,
FMCI,Forum Merger II Corporation,2.022124E8,
CSI,CUTWATER SELECT INCOME FD,2.021783E8,12.78
AVID,艾维科技,2.021483E8,
CLNS-D.CL,"Colony NorthStar, Inc. 8.5% Series D cumulative redeemable perpetual preferred stock",2.02104E8,
SB,"Safe Bulkers, Inc  ($0.001 par value)",2.02093E8,
MVBF,MVB Financial Corp.,2.02083E8,19.56
KMM,DWS多元市场基金,2.017633E8,12.51
BWMCU,BOXWOOD MERGER CORP,2.015482E8,
VALU,"Value Line, Inc.",2.015381E8,11.95
SPP,Sappi,2.013793E8,5.44
ELVT,"Elevate Credit, Inc.",2.01299E8,
IGI,Western Asset Investment Grade Defined Opportunity Trust Inc.,2.012387E8,
CLNS-D,"Colony NorthStar, Inc. 8.5% Series D cumulative redeemable perpetual preferred stock",2.0112E8,
IPLDP,Interstate Power & Light Company Perp Prd Ser D,2.008E8,
ELJ,"Entergy Louisiana, Inc. First Mortgage Bonds, 5.25% Series due July 1, 2052",2.008E8,
CHMG,Chemung Financial Corp,2.007827E8,17.19
LEAF,Leaf Group Ltd.,2.007421E8,
EACQ,Easterly Acquisition Corp.,2.007279E8,43.54
LXU,LSB工业,2.006153E8,
NNC,北卡纽文市保基金,2.0047E8,13.88
GWF.CL,WELLS FARGO CAP VIII,2.004E8,
MDGN,MEDGENICS INC,2.003284E8,
SFB,Stifel Financial Corporation 5.20% Senior Notes due 2047,2.0016E8,11.15
SOV-C.CL,"Santander Holdings USA, Inc. Dep Shs repstg 1/1000 Perp Pfd Ser C",2.00072E8,
VNO-G.CL,Vornado Realty Trust Preferred Series G,2.0E8,
NC,"NACCO Industries, Inc.",1.999592E8,7.7
ARH-A.CL,ARCH CAP GROUP LTD,1.9984E8,
EHT,伊万高收益2021年目标期信托,1.998015E8,
TVIX,恐慌2X做多-VelocityShares,1.997287E8,
YRCW,耶路全球,1.997066E8,
EP-C,El Paso Corporation Preferred Stock,1.996293E8,
FFTI,FormulaFolios Tactical Income ETF,1.994288E8,
WBIH,WBI BullBear Global High Income ETF,1.993715E8,
SNV-D,"Synovus Financial Corp. Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series D Liquation Preference $25.00 pe",1.9928E8,
KALA,"Kala Pharmaceuticals, Inc.",1.990564E8,
IRY,SPDR S&#38;P International Health Care Sector ETF,1.989694E8,
GRX,The Gabelli Healthcare & Wellness Trust  of Beneficial Interest,1.986819E8,
KVHI,KVH通信,1.986592E8,
BSET,巴西特家具,1.984492E8,24.55
GGT,"Gabelli Multi-Media Trust, Inc. (The)",1.984005E8,50.94
TIPT,Tiptree Inc.,1.983723E8,25.09
DSCI,DERMA SCIENCES INC,1.983661E8,5.56
CUTR,古特拉,1.982686E8,11.59
COGT,"Cogint, Inc.",1.981653E8,
EDF,Stone Harbor 新兴市场收益基金,1.980869E8,
BDE,"Black Diamond, Inc.",1.980842E8,
KED,KED基金,1.977611E8,10.31
CYS-B,"CYS Investments, Inc. Preferred Series B",1.9776E8,9.5
RMTI,"Rockwell Medical, Inc.",1.977125E8,
LHC,Leo Holdings Corp. Class A Ordinary Shares,1.976E8,
AVH,哥伦比亚航空,1.974946E8,92.8
EGAN,eGain Corporation,1.973273E8,
DEF,Invesco Defensive Equity ETF,1.972425E8,
CMSA,CMS Energy Corporation 5.625% Junior Subordinated Notes due 2078,1.972E8,
PTGX,"Protagonist Therapeutics, Inc.",1.971161E8,
GPIA,GP Investments Acquisition Corp. - Ordinary Shares,1.970963E8,
GAM-B,"General American Investors Company, Inc. Cumulative Preferred Stock",1.970298E8,
LAQ,安本拉美基金,1.970133E8,
DTQ,"DTE Energy Company 2012 Series C 5.25% Junior Subordinate Debentures due December 1, 2062",1.9672E8,6.49
JDD,纽文多元化投资基金,1.966297E8,10.06
PKBK,帕克合众银行,1.966065E8,10.93
DWLD,Davis Select Worldwide ETF,1.96566E8,
SMB,VanEck Vectors AMT-Free Short Municipal Index ETF,1.96507E8,
SBBX,苏塞克斯银行,1.963962E8,20.51
IPKW,国际回购成就者-PowerShares,1.96342E8,
BZC,BREEZE EASTERN CORP,1.96302E8,10.0
SMLF,iShares Edge MSCI Multifactor USA Small-Cap ETF,1.96243E8,
UPL,Ultra Petroleum Corp.,1.960683E8,1.28
VBF,范·卡本债券基金,1.959131E8,19.35
IBDR,iShares iBonds Dec 2026 Term Corporate ETF,1.95888E8,
RDHL,Redhill Biopharma Ltd. - American Depositary Shares,1.954603E8,26.5
GALT,Galectin Therapeutics Inc.,1.953995E8,
JUST,Goldman Sachs JUST U.S. Large Cap Equity ETF,1.95381E8,
IWL,iShares Russell Top 200 ETF,1.953315E8,
EVHC-,"Envision Healthcare Corporation 5.250% Mandatory Convertible Preferred Stock, Series A-1",1.95132E8,
CVLY,"Codorus Valley Bancorp, Inc",1.950765E8,12.31
ZF,Virtus Total Return Fund Inc.,1.948229E8,32.32
PTH,Invesco Exchange-Traded Fund Trust Invesco DWA Healthcare Momentum ETF,1.9465E8,14.37
MFA-B,"MFA Financial, Inc. Preferred Series B",1.9464E8,30.98
LTPZ,Pimco 15  Year U.S. TIPS Index Exchange-Traded Fund,1.944602E8,
RFL,"Rafael Holdings, Inc. Class B",1.943577E8,
DAC,达那俄斯,1.943386E8,0.67
BPRN,The Bank of Princeton,1.941881E8,
MEIP,"MEI Pharma, Inc.",1.941452E8,
EACQU,Easterly Acquisition Corp. - Unit,1.9404E8,
MBFIO,MB FINANCIAL INC,1.94E8,
NGL-B,NGL ENERGY PARTNERS LP 9.00% Class B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited,1.93872E8,
KIM-L,"Kimco Realty Corporation Class L Depositary Shares, each of which represents a one-one thousandth fractional interest in a share",1.9377E8,
TWPG,Thomas Weisel Partners,1.9357E8,
FSTR,LB福斯特,1.934055E8,23.78
PFFD,Global X U.S. Preferred ETF,1.93307E8,
SCWX,SecureWorks Corp.,1.932049E8,
JXI,全球公用事业ETF-iShares,1.931083E8,9.85
XENE,Xenon Pharmaceuticals Inc.,1.930887E8,
BAC-D,美国银行-优先股D,1.930642E8,
INSI,Insight精选收益基金,1.929948E8,
RYB,红黄蓝教育,1.92907374E8,29.26
EAB,"Entergy Arkansas, LLC First Mortgage Bonds, 4.90% Series Due December 1, 2052",1.928E8,13.57
FTLS,First Trust Long/Short Equity,1.926071E8,
BIZD,富国BDC指数ETF-VanEck Vectors,1.925365E8,
PMT-B,PennyMac Mortgage Investment Trust 8.00% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Shares of Beneficial In,1.9227E8,
HIVE,"Aerohive Networks, Inc.",1.922218E8,
BGIO,BlackRock 2022 Global Income Opportunity Trust,1.920787E8,
RTW,"RTW Retailwinds, Inc.",1.919767E8,14.8
FGBI,"First Guaranty Bancshares, Inc.",1.918203E8,13.53
ACRX,"AcelRx Pharmaceuticals, Inc.",1.917477E8,
GBL,Gamco投资,1.916784E8,5.13
PSA-A,"Public Storage Depositary Shares each representing 1/1,000 of a 5.875% Cumulative Preferred SBI, Series A",1.91672E8,
LMIA,LMI Aerospace,1.915804E8,
FTSD,Franklin Liberty Short Duration U.S. Government ETF,1.912747E8,
YTRA,"Yatra Online, Inc. - Ordinary Shares",1.912482E8,
GCOW,Pacer Global Cash Cows Dividend ETF,1.90791E8,
LEVL,Level One Bancorp Inc,1.907328E8,492.2
MSL,MidSouth Bancorp,1.907071E8,
CNAC,Constellation Alpha Capital Corp. - Ordinary Shares,1.904884E8,
BXP-B,"Boston Properties, Inc. Depositary Shares, each representing 1/100th of a share of the Issuer's 5.25% Sockeries B Cumulative Red",1.9048E8,
AGQ,白银2X做多-ProShares,1.904605E8,
RZV,Invesco S&P Smallcap 600 Pure Value ETF,1.903542E8,14.16
SHBI,Shore Bancshares Inc,1.902225E8,12.13
IEZ,iShares U.S. Oil Equipment & Services ETF,1.90152E8,
JPHF,摩根大通多元另类策略基金,1.89852E8,
INB,Cohen & Steers 全球收益积累基金,1.89765E8,24.92
TA,TravelCenters of America LLC,1.896939E8,
ESTE,"Earthstone Energy, Inc. Class A",1.896928E8,18.94
BAC-D.CL,Bank of America Corporation,1.896491E8,
AKTS,"Akoustis Technologies, Inc.",1.895963E8,
PPHM,Peregrine Pharmaceuticals Inc.,1.894415E8,
TCO-J,"Taubman Centers, Inc. Preferred Shares Series J",1.8942E8,
TRMR,"Tremor Video, Inc.",1.89311E8,
BDCL,富国BDC指数2X做多-ETRACS,1.892689E8,
FLXS,弗莱克斯蒂尔工业,1.892106E8,14.91
WATT,Energous Corporation,1.891858E8,
ELECU,Electrum Special Acquisition Corporation - Unit,1.89E8,
PIZ,Invesco Exchange-Traded Fund Trust II Invesco DWA Developed Markets Momentum ETF,1.889495E8,
CELH,"Celsius Holdings, Inc.",1.88915E8,
SSW-G,Seaspan Corporation 8.20% Cumulative Redeemable Perpetual Preferred Shares - Series G,1.887794E8,
NWFL,Norwood Financial Corp.,1.886277E8,17.91
RJI,罗杰斯大宗商品-ELEMENTS,1.883323E8,
GIG,"GigCapital, Inc.",1.883125E8,
NLY-A,Annaly Capital Management Inc Preferred Stock Series A,1.882775E8,
BKEPP,"Blueknight Energy Partners L.P., L.L.C. - Series A Preferred Units",1.882711E8,23.96
FSBK,第一南方万通金控,1.881038E8,24.13
ELD,新兴市场当地债-WisdomTree,1.88045E8,
NXR,Nuveen Select Tax Free Income Portfolio III,1.879865E8,22.17
INS,Intelligent Systems Corporation,1.878231E8,59.17
NLY-A.CL,Annaly Capital Management Inc Preferred Stock Series A,1.876104E8,
BKF,金砖四国ETF-iShares,1.87581E8,
PULS,PGIM Ultra Short Bond ETF,1.87575E8,
ALGR,Allegro Merger Corp.,1.873598E8,
PUI,Invesco Exchange-Traded Fund Trust Invesco DWA Utilities Momentum ETF,1.87299E8,32.32
TWO-E,Two Harbors Investments Corp 7.50% Series E Cumulative Redeemable Preferred Stock,1.872E8,
BGX,黑石GSO长短仓信用收益基金,1.871028E8,
IEA,"Infrastructure and Energy Alternatives, Inc.",1.868624E8,
MCN,麦迪逊基金,1.868466E8,
HYB,新美国高收益基金,1.867177E8,6.39
SITC-J,SITE Centers Corp. Dep Shs Repstg 1/20th Pfd Cl J,1.86E8,
UCON,First Trust TCW Unconstrained Plus Bond ETF,1.858141E8,
DLR-F,DIGITAL RLTY TR INC,1.857996E8,26.29
TRLA,"Telaria, Inc.",1.857772E8,
III,信息服务,1.857162E8,2.4
SBPH,"Spring Bank Pharmaceuticals, Inc.",1.857016E8,
DOV*,Dover Corporation,1.8564E8,
CWCO,Consolidated Water Co. Ltd. - Ordinary Shares,1.854074E8,17.7
BC-A,Brunswick Corporation 6.500% Senior Notes due 2048,1.85074E8,
SDOW,道指3X做空-ProShares,1.850328E8,
TRTLU,Terrapin 4,1.85E8,
ALNA,"Allena Pharmaceuticals, Inc.",1.849827E8,1.74
TESO,Tesco Corporation,1.846873E8,
YYY,高收益封基ETF-YieldShares,1.84685E8,
HCACU,HENNESSY CAP ACQUISITION COR,1.84625E8,
CDL,VictoryShares US Large Cap High Div Volatility Wtd ETF,1.84464E8,
PSA-C,"Public Storage Depositary Shares Each Representing 1/1000 of a 5.125% Cumulative Preferred Share of Beneficial Interest, Series ",1.844E8,
TPNL,3PEA INTERNATIONAL,1.843412E8,83.6
SBIO,ALPS Medical Breakthroughs ETF,1.84338E8,
SCIF,印度小盘股ETF-VanEck Vectors,1.842999E8,
SYBX,"Synlogic, Inc.",1.842416E8,23.35
LGCY,Legacy Reserves石油勘测,1.841451E8,
SBCP,"Sunshine Bancorp, Inc.",1.841246E8,43.28
PGJ,中概股ETF-PowerShares,1.84061E8,5.16
SMD,SPDR S&#38;P 1000 ETF,1.84053E8,
CDXC,ChromaDex,1.840423E8,
LSBG,LAKE SUNAPEE BANK GROUP,1.840345E8,19.77
VBIV,"VBI Vaccines, Inc. - Ordinary Shares",1.839797E8,
IGA,IGA基金,1.839649E8,10.11
FRC-H,"FIRST REPUBLIC BANK Depositary Shares, each representing a 1/40th interest in a share of 5.125% Noncumulative Perpetual Series H",1.8392E8,
CRMD,CorMedix Inc,1.839142E8,
FTRPR,Frontier Communications Corporation - 11.125% Series A Mandatory Convertible Preferred Stock,1.838375E8,
FRC-D,First Republic Bank San Francisco California Depositary Shares Representing 1/40th Perpetual Preferred Series D,1.83388E8,8.04
COWZ,Pacer US Cash Cows 100 ETF,1.82793E8,
DDR-J,DDR Corporation Dep Shs Repstg 1/20th Pfd Cl J,1.8272E8,22.55
ORRF,Orrstown Financial Services Inc,1.826202E8,13.73
ZB-G,"Zions Bancorporation, N.A. Dep Shs Repstg 1/40th Perp Pfd Ser G",1.826175E8,23.31
SGZA,"Selective Insurance Group, Inc. 5.875% Senior Notes due 2043",1.82558E8,9.09
DLR-F.CL,"Digital Realty Trust, Inc. Preferred Series F",1.825E8,
SECT,Northern Lights Fund Trust IV Main Sector Rotation ETF,1.824236E8,
HIL,希尔国际管理,1.82231E8,
DTE-A.CL,DTE ENERGY TRUST I,1.8216E8,
ASC,Ardmore Shipping Corporation,1.820381E8,
AGC,Advent Claymore Convertible Securities and Income Fund  of Beneficial Interest,1.819123E8,
