,0,1,2,3,4,5
0,300080.SZ,10,9,7,7,6
0,300081.SZ,12,6,4,3,2
0,300082.SZ,3,0,0,0,0
0,300083.SZ,12,8,6,5,4
0,300084.SZ,15,10,9,9,9
0,300085.SZ,24,20,16,16,16
0,300086.SZ,1,0,0,0,0
0,300087.SZ,8,6,2,2,1
0,300088.SZ,13,5,3,1,0
0,300089.SZ,8,5,4,4,4
0,300090.SZ,17,14,10,10,9
0,300091.SZ,19,13,11,8,5
0,300092.SZ,11,10,8,8,8
0,300093.SZ,8,7,7,4,4
0,300094.SZ,4,4,4,2,2
0,300095.SZ,8,6,6,5,5
0,300096.SZ,22,15,11,11,10
0,300097.SZ,14,11,8,6,6
0,300098.SZ,17,12,3,2,1
0,300099.SZ,10,8,6,6,5
0,300100.SZ,20,15,11,10,10
0,300101.SZ,13,9,7,5,5
0,300102.SZ,5,3,2,1,1
0,300103.SZ,12,8,7,7,7
0,300104.SZ,36,33,28,27,26
0,300105.SZ,6,3,2,2,2
0,300106.SZ,8,6,5,5,5
0,300107.SZ,34,27,21,16,14
0,300108.SZ,5,5,4,1,1
0,300109.SZ,25,17,11,11,11
0,300110.SZ,7,5,2,1,1
0,300111.SZ,11,5,3,3,3
0,300112.SZ,9,6,4,4,4
0,300113.SZ,12,9,6,5,5
0,300114.SZ,15,6,2,2,2
0,300115.SZ,16,10,7,7,4
0,300116.SZ,26,23,18,15,15
0,300117.SZ,11,8,5,5,5
0,300118.SZ,9,7,6,5,5
0,300119.SZ,10,5,4,4,3
0,300120.SZ,10,7,5,5,5
0,300121.SZ,7,3,1,0,0
0,300122.SZ,23,15,6,4,2
0,300123.SZ,14,9,8,4,4
0,300124.SZ,8,3,2,0,0
0,300125.SZ,12,9,7,5,4
0,300126.SZ,2,1,1,1,1
0,300127.SZ,1,1,0,0,0
0,300128.SZ,25,19,16,15,15
0,300129.SZ,9,8,8,7,6
0,300130.SZ,22,13,8,4,3
0,300131.SZ,13,6,5,5,5
0,300132.SZ,18,13,12,7,7
0,300133.SZ,14,11,6,4,4
0,300134.SZ,29,21,16,13,13
0,300135.SZ,8,4,4,4,4
0,300136.SZ,24,15,7,5,5
0,300137.SZ,8,5,4,3,2
0,300138.SZ,4,2,2,2,1
0,300139.SZ,30,26,22,21,21
0,300140.SZ,14,14,13,12,11
0,300141.SZ,16,12,9,9,9
0,300142.SZ,14,8,3,2,2
0,300143.SZ,16,9,7,5,5
0,300144.SZ,12,7,3,0,0
0,300145.SZ,7,6,2,2,1
0,300146.SZ,17,12,6,2,2
0,300147.SZ,7,6,5,3,1
0,300148.SZ,10,7,6,4,4
0,300149.SZ,14,6,4,2,1
0,300150.SZ,7,6,4,3,1
0,300151.SZ,11,8,5,4,4
0,300152.SZ,18,13,11,10,9
0,300153.SZ,10,9,7,6,6
0,300154.SZ,4,3,3,3,2
0,300155.SZ,12,7,7,6,6
0,300156.SZ,19,11,10,8,8
0,300157.SZ,14,6,4,3,2
0,300158.SZ,7,6,5,2,1
0,300159.SZ,15,10,3,1,0
0,300160.SZ,7,5,4,2,2
0,300161.SZ,13,8,6,5,4
0,300162.SZ,19,14,13,11,10
0,300163.SZ,14,13,9,9,8
0,300164.SZ,12,8,5,5,5
0,300165.SZ,6,4,3,3,3
0,300166.SZ,26,16,4,4,0
0,300167.SZ,16,14,13,13,13
0,300168.SZ,27,15,9,5,3
0,300169.SZ,5,4,3,3,3
0,300170.SZ,31,25,18,12,10
0,300171.SZ,12,10,9,8,8
0,300172.SZ,2,2,1,1,1
0,300173.SZ,20,13,11,11,10
0,300174.SZ,8,4,4,3,2
0,300175.SZ,15,11,11,11,11
0,300176.SZ,13,8,6,4,3
0,300177.SZ,17,13,7,7,7
0,300178.SZ,11,6,4,3,2
0,300179.SZ,11,5,4,4,3
0,300180.SZ,2,2,1,1,0
0,300181.SZ,20,13,10,10,9
0,300182.SZ,8,7,6,5,3
0,300183.SZ,16,10,7,5,4
0,300184.SZ,9,5,4,2,2
0,300185.SZ,6,2,2,1,1
0,300187.SZ,12,9,9,6,6
0,300188.SZ,23,16,9,5,5
0,300189.SZ,9,6,5,5,5
0,300190.SZ,5,2,1,1,1
0,300191.SZ,11,7,6,6,6
0,300192.SZ,15,11,8,6,3
0,300193.SZ,2,2,1,1,1
0,300194.SZ,4,2,1,1,0
0,300195.SZ,4,4,2,2,2
0,300196.SZ,5,4,1,1,1
0,300197.SZ,6,3,1,1,1
0,300198.SZ,7,6,3,2,2
0,300199.SZ,7,5,4,2,1
0,300200.SZ,2,2,2,1,1
0,300201.SZ,9,5,1,1,1
0,300202.SZ,14,8,7,7,6
0,300203.SZ,8,6,4,2,2
0,300204.SZ,3,3,2,2,2
0,300205.SZ,11,6,6,6,5
0,300206.SZ,2,2,1,0,0
0,300207.SZ,12,9,6,4,2
0,300208.SZ,8,4,4,3,3
0,300209.SZ,14,11,6,5,5
0,300210.SZ,13,9,8,5,5
0,300211.SZ,11,8,8,8,7
0,300212.SZ,13,10,4,2,1
0,300213.SZ,15,14,10,8,7
0,300214.SZ,3,1,1,1,1
0,300215.SZ,9,6,6,4,4
0,300216.SZ,36,28,26,25,25
0,300217.SZ,2,2,2,2,2
0,300218.SZ,2,1,0,0,0
0,300219.SZ,8,1,1,0,0
0,300220.SZ,12,6,4,4,3
0,300221.SZ,17,11,9,9,9
0,300222.SZ,6,2,2,2,1
0,300223.SZ,12,7,6,6,5
0,300224.SZ,7,3,2,1,1
0,300225.SZ,17,10,9,8,7
0,300226.SZ,35,25,16,15,11
0,300227.SZ,10,7,3,2,1
0,300228.SZ,13,12,11,8,7
0,300229.SZ,12,8,3,3,3
0,300230.SZ,9,8,4,3,3
0,300231.SZ,8,4,2,2,2
0,300232.SZ,20,11,6,4,4
0,300233.SZ,1,0,0,0,0
0,300234.SZ,7,3,2,2,2
0,300235.SZ,10,7,6,6,6
0,300236.SZ,21,17,13,11,9
0,300237.SZ,4,4,3,2,2
0,300238.SZ,12,8,7,6,6
0,300239.SZ,3,2,1,1,1
0,300240.SZ,17,12,10,8,8
0,300241.SZ,15,11,7,5,4
0,300242.SZ,13,10,7,7,7
0,300243.SZ,3,2,2,2,2
0,300244.SZ,11,5,4,2,2
0,300245.SZ,6,2,2,1,1
0,300246.SZ,6,4,2,0,0
0,300247.SZ,13,6,4,3,3
0,300248.SZ,13,8,7,5,5
0,300249.SZ,17,11,10,10,10
0,300250.SZ,15,11,9,9,9
0,300251.SZ,11,8,6,4,4
0,300252.SZ,18,13,8,6,6
0,300253.SZ,30,22,17,12,8
0,300254.SZ,4,2,2,2,2
0,300255.SZ,7,7,7,6,5
0,300256.SZ,18,10,9,9,8
0,300257.SZ,10,5,4,2,1
0,300258.SZ,2,0,0,0,0
0,300259.SZ,16,11,9,8,8
0,300260.SZ,11,7,6,6,6
0,300261.SZ,8,4,2,0,0
0,300262.SZ,13,9,5,5,3
0,300263.SZ,9,5,5,5,4
0,300264.SZ,12,9,5,4,4
0,300265.SZ,22,18,15,13,12
0,300266.SZ,13,12,7,5,4
0,300267.SZ,15,9,7,5,5
0,300268.SZ,13,11,8,8,8
0,300269.SZ,17,10,8,8,8
0,300270.SZ,8,5,4,4,4
0,300271.SZ,24,14,7,5,4
0,300272.SZ,15,8,6,5,4
0,300273.SZ,8,4,2,2,2
0,300274.SZ,18,17,11,9,9
0,300275.SZ,3,0,0,0,0
0,300276.SZ,10,8,5,5,4
0,300277.SZ,23,20,18,16,15
0,300278.SZ,22,18,16,16,16
0,300279.SZ,24,22,19,16,15
0,300280.SZ,6,6,6,6,5
0,300281.SZ,16,14,12,12,12
0,300282.SZ,6,4,0,0,0
0,300283.SZ,10,8,8,8,8
0,300284.SZ,13,8,8,6,4
0,300285.SZ,12,7,2,0,0
0,300286.SZ,5,3,2,2,2
0,300287.SZ,17,9,5,3,3
0,300288.SZ,13,6,4,3,3
0,300289.SZ,11,7,5,5,5
0,300290.SZ,17,13,10,9,9
0,300291.SZ,6,3,3,3,2
0,300292.SZ,14,12,7,4,4
0,300293.SZ,17,14,12,11,11
0,300294.SZ,5,1,0,0,0
0,300295.SZ,10,5,4,4,4
0,300296.SZ,15,12,6,4,3
0,300297.SZ,6,5,4,4,2
0,300298.SZ,12,8,2,2,2
0,300299.SZ,18,13,12,12,12
0,300300.SZ,12,7,4,2,2
0,300301.SZ,4,2,0,0,0
0,300302.SZ,18,14,10,9,8
0,300303.SZ,7,6,2,2,2
0,300304.SZ,11,7,5,4,4
0,300305.SZ,5,1,1,1,0
0,300306.SZ,13,9,9,9,9
0,300307.SZ,6,4,4,3,3
0,300308.SZ,21,18,10,9,6
0,300309.SZ,7,6,4,3,3
0,300310.SZ,25,19,14,12,12
0,300311.SZ,15,8,2,2,2
0,300312.SZ,28,27,23,22,20
0,300313.SZ,15,10,6,5,5
0,300314.SZ,9,6,1,0,0
0,300315.SZ,7,3,1,0,0
0,300316.SZ,25,14,12,9,3
0,300317.SZ,14,12,11,10,10
0,300318.SZ,10,7,4,4,4
0,300319.SZ,13,9,4,3,3
0,300320.SZ,9,7,7,6,6
0,300321.SZ,3,1,0,0,0
0,300322.SZ,16,9,6,5,5
0,300323.SZ,23,19,12,6,3
0,300324.SZ,13,7,5,4,4
0,300325.SZ,19,12,12,12,12
0,300326.SZ,10,3,2,1,1
0,300327.SZ,8,7,2,1,0
0,300328.SZ,15,10,10,9,8
0,300329.SZ,2,0,0,0,0
0,300330.SZ,4,4,2,2,1
0,300331.SZ,6,6,6,5,5
0,300332.SZ,6,5,4,3,3
0,300333.SZ,21,17,14,14,14
0,300334.SZ,10,8,4,4,4
0,300335.SZ,4,1,1,1,1
0,300336.SZ,8,4,1,1,1
0,300337.SZ,11,10,6,4,4
0,300338.SZ,9,6,6,5,3
0,300339.SZ,19,12,9,8,8
0,300340.SZ,17,13,11,9,8
0,300341.SZ,13,11,9,9,9
0,300342.SZ,4,3,3,3,3
0,300343.SZ,11,7,5,4,4
0,300344.SZ,14,9,7,7,6
0,300345.SZ,21,20,18,17,17
0,300346.SZ,11,7,6,6,6
0,300347.SZ,29,14,9,6,4
0,300348.SZ,38,30,21,17,12
0,300349.SZ,11,5,4,4,2
0,300350.SZ,13,7,5,5,5
0,300351.SZ,10,10,6,4,2
0,300352.SZ,19,13,8,7,5
0,300353.SZ,21,15,13,12,11
0,300354.SZ,6,4,4,4,4
0,300355.SZ,9,7,4,3,2
0,300356.SZ,24,22,22,19,19
0,300357.SZ,18,12,7,3,0
0,300358.SZ,9,7,6,6,6
0,300359.SZ,7,4,3,2,1
0,300360.SZ,8,6,5,5,5
0,300362.SZ,8,8,8,8,8
0,300363.SZ,7,4,2,2,1
0,300364.SZ,18,8,4,4,3
0,300365.SZ,27,18,10,6,4
0,300366.SZ,17,15,13,12,12
0,300367.SZ,10,6,4,4,3
0,300368.SZ,18,13,11,10,10
0,300369.SZ,18,12,10,6,5
0,300370.SZ,15,15,15,15,15
0,300371.SZ,6,2,1,1,1
0,300373.SZ,28,18,10,3,1
0,300374.SZ,16,13,9,7,5
0,300375.SZ,6,4,4,4,4
0,300376.SZ,7,6,4,4,3
0,300377.SZ,22,15,9,7,6
0,300378.SZ,17,9,7,4,3
0,300379.SZ,16,14,10,5,5
0,300380.SZ,16,11,6,4,3
0,300381.SZ,10,4,3,1,1
0,300382.SZ,3,2,1,0,0
0,300383.SZ,17,9,8,6,5
0,300384.SZ,17,12,11,11,11
0,300385.SZ,6,4,3,2,2
0,300386.SZ,14,7,4,4,4
0,300387.SZ,6,6,3,2,2
0,300388.SZ,6,5,2,1,0
0,300389.SZ,16,8,3,2,1
0,300390.SZ,26,20,19,19,18
0,300391.SZ,9,6,4,4,3
0,300392.SZ,22,18,17,17,15
0,300393.SZ,9,8,7,6,4
0,300394.SZ,21,14,7,4,2
0,300395.SZ,8,4,3,1,1
0,300396.SZ,7,3,2,2,0
0,300397.SZ,13,12,9,8,8
0,300398.SZ,15,6,2,2,2
0,300399.SZ,12,12,9,9,9
0,300400.SZ,10,3,3,1,1
0,300401.SZ,18,12,7,5,3
0,300402.SZ,10,5,5,4,3
0,300403.SZ,7,6,4,3,3
0,300404.SZ,15,10,9,7,5
0,300405.SZ,4,2,2,1,0
0,300406.SZ,9,5,2,0,0
0,300407.SZ,12,9,7,7,7
0,300408.SZ,10,5,0,0,0
0,300409.SZ,24,16,11,8,7
0,300410.SZ,8,6,4,3,3
0,300411.SZ,21,15,12,12,11
0,300412.SZ,14,13,11,11,11
0,300413.SZ,26,17,9,8,5
0,300414.SZ,14,7,6,5,3
0,300415.SZ,6,4,3,1,0
0,300416.SZ,10,5,4,2,2
0,300417.SZ,2,1,0,0,0
0,300418.SZ,13,9,4,2,1
0,300419.SZ,7,4,2,0,0
0,300420.SZ,9,9,8,7,4
0,300421.SZ,1,1,0,0,0
0,300422.SZ,9,6,3,0,0
0,300423.SZ,17,9,7,4,3
0,300424.SZ,14,9,9,8,6
0,300425.SZ,16,12,12,11,11
0,300426.SZ,13,8,6,6,6
0,300427.SZ,15,8,4,3,1
0,300428.SZ,20,13,9,8,8
0,300429.SZ,6,5,3,2,2
0,300430.SZ,7,4,2,1,1
0,300431.SZ,17,15,12,12,10
0,300432.SZ,8,3,3,3,3
0,300433.SZ,17,12,11,6,4
0,300434.SZ,16,10,9,5,5
0,300435.SZ,6,2,2,2,2
0,300436.SZ,12,9,8,8,7
0,300437.SZ,8,7,3,3,3
0,300438.SZ,7,4,3,1,1
0,300439.SZ,7,4,2,1,1
0,300440.SZ,9,4,3,2,2
0,300441.SZ,6,4,1,1,1
0,300442.SZ,2,0,0,0,0
0,300443.SZ,15,11,6,5,2
0,300444.SZ,12,9,7,7,6
0,300445.SZ,5,3,1,1,1
0,300446.SZ,8,6,5,4,4
0,300447.SZ,10,6,5,4,4
0,300448.SZ,9,2,1,0,0
0,300449.SZ,12,10,7,5,5
0,300450.SZ,22,17,8,5,2
0,300451.SZ,27,18,13,8,6
0,300452.SZ,13,11,10,9,9
0,300453.SZ,10,9,7,6,5
0,300454.SZ,26,19,16,14,13
0,300455.SZ,7,5,4,3,3
0,300456.SZ,17,11,7,3,2
0,300457.SZ,5,5,2,2,2
0,300458.SZ,21,9,7,6,3
0,300459.SZ,11,6,3,0,0
0,300460.SZ,8,5,3,3,3
0,300461.SZ,19,16,12,9,8
0,300462.SZ,29,22,18,16,15
0,300463.SZ,4,1,1,0,0
0,300464.SZ,19,12,10,10,10
0,300465.SZ,15,9,5,5,5
0,300466.SZ,21,18,13,13,13
0,300467.SZ,16,12,6,3,3
0,300468.SZ,16,12,9,7,6
0,300469.SZ,23,17,16,13,12
0,300470.SZ,8,3,2,0,0
0,300471.SZ,25,19,16,15,15
0,300472.SZ,13,10,7,5,5
0,300473.SZ,4,2,2,1,1
0,300474.SZ,14,11,7,3,2
0,300475.SZ,8,5,4,3,3
0,300476.SZ,18,7,2,0,0
0,300477.SZ,24,14,11,8,7
0,300478.SZ,9,5,3,1,0
0,300479.SZ,20,15,14,14,14
0,300480.SZ,8,3,3,2,2
0,300481.SZ,12,9,8,7,6
0,300482.SZ,14,6,2,0,0
0,300483.SZ,11,5,5,3,3
0,300484.SZ,16,12,11,10,10
0,300485.SZ,6,5,2,1,1
0,300486.SZ,7,5,3,3,3
0,300487.SZ,30,23,21,20,20
0,300488.SZ,5,2,1,1,1
0,300489.SZ,5,3,3,3,3
0,300490.SZ,21,18,14,12,11
0,300491.SZ,20,17,13,10,10
0,300492.SZ,19,14,12,11,11
0,300493.SZ,15,11,9,7,7
0,300494.SZ,11,7,6,5,5
0,300495.SZ,4,3,1,1,0
0,300496.SZ,15,10,6,5,5
0,300497.SZ,4,3,2,1,1
0,300498.SZ,5,5,2,2,2
0,300499.SZ,7,4,1,1,1
0,300500.SZ,8,5,5,5,4
0,300501.SZ,9,6,6,5,5
0,300502.SZ,29,15,13,11,10
0,300503.SZ,16,15,13,13,12
0,300504.SZ,27,21,17,15,14
0,300505.SZ,17,10,7,6,6
0,300506.SZ,7,6,4,4,4
0,300507.SZ,12,7,5,5,5
0,300508.SZ,18,14,11,9,9
0,300509.SZ,12,9,8,6,4
0,300510.SZ,6,4,2,2,2
0,300511.SZ,11,7,3,0,0
0,300512.SZ,6,5,4,3,3
0,300513.SZ,12,4,3,3,3
0,300514.SZ,29,25,24,24,22
0,300515.SZ,13,11,9,8,8
0,300516.SZ,4,1,1,1,0
0,300517.SZ,8,5,4,3,2
0,300518.SZ,4,1,1,0,0
0,300519.SZ,15,13,12,11,11
0,300520.SZ,20,15,8,6,5
0,300521.SZ,9,6,5,5,5
0,300522.SZ,22,16,14,12,11
0,300523.SZ,19,10,6,6,3
0,300525.SZ,14,11,8,7,6
0,300526.SZ,13,12,11,11,11
0,300527.SZ,12,10,6,5,3
0,300528.SZ,6,3,2,2,2
0,300529.SZ,20,11,6,2,2
0,300530.SZ,3,2,2,2,2
0,300531.SZ,22,17,11,11,10
0,300532.SZ,17,14,9,6,5
0,300533.SZ,6,4,3,2,2
0,300534.SZ,13,9,7,5,5
0,300535.SZ,8,4,4,4,4
0,300536.SZ,5,5,4,4,3
0,300537.SZ,14,11,8,6,6
0,300538.SZ,21,19,17,16,16
0,300539.SZ,12,10,9,9,9
0,300540.SZ,17,14,14,11,11
0,300541.SZ,17,9,8,7,7
0,300542.SZ,25,20,14,14,14
0,300543.SZ,25,16,13,11,10
0,300545.SZ,26,21,16,15,14
0,300546.SZ,17,14,11,8,8
0,300547.SZ,20,13,11,10,10
0,300548.SZ,15,8,6,5,4
0,300549.SZ,13,9,9,9,8
0,300550.SZ,30,17,11,9,6
0,300551.SZ,10,6,5,5,5
0,300552.SZ,12,8,6,6,6
0,300553.SZ,5,4,4,4,4
0,300554.SZ,21,12,7,3,3
0,300555.SZ,20,15,13,11,11
0,300556.SZ,20,13,12,11,10
0,300557.SZ,7,4,3,3,3
0,300558.SZ,19,9,4,3,2
0,300559.SZ,25,21,17,10,9
0,300560.SZ,17,14,11,11,10
0,300561.SZ,22,19,17,16,15
0,300562.SZ,9,5,3,3,3
0,300563.SZ,19,9,8,7,7
0,300565.SZ,18,14,12,11,11
0,300566.SZ,9,5,4,4,4
0,300567.SZ,23,16,11,6,2
0,300568.SZ,24,19,12,8,6
0,300569.SZ,8,6,3,1,0
0,300570.SZ,10,7,5,5,5
0,300571.SZ,31,24,16,10,7
0,300572.SZ,14,8,5,4,3
0,300573.SZ,5,3,2,1,1
0,300575.SZ,10,6,3,3,1
0,300576.SZ,16,12,9,9,8
0,300577.SZ,13,8,5,3,0
0,300578.SZ,27,21,16,16,16
0,300579.SZ,20,12,9,8,7
0,300580.SZ,9,5,3,3,3
0,300581.SZ,16,14,10,7,7
0,300582.SZ,15,14,14,12,12
0,300583.SZ,5,4,2,2,0
0,300584.SZ,31,20,18,11,9
0,300585.SZ,11,7,6,5,5
0,300586.SZ,23,19,17,17,16
0,300587.SZ,11,10,10,10,9
0,300588.SZ,27,17,13,11,11
0,300589.SZ,20,14,12,12,12
0,300590.SZ,25,19,11,10,9
0,300591.SZ,2,1,1,1,1
0,300592.SZ,3,2,1,0,0
0,300593.SZ,12,9,6,5,4
0,300595.SZ,21,12,7,5,5
0,300596.SZ,19,10,6,2,1
0,300597.SZ,16,12,9,7,7
0,300598.SZ,26,20,16,15,15
0,300599.SZ,6,5,4,3,3
0,300600.SZ,12,6,3,3,2
0,300601.SZ,26,19,14,9,7
0,300602.SZ,22,13,12,10,5
0,300603.SZ,15,12,9,6,6
0,300604.SZ,31,23,19,16,14
0,300605.SZ,10,5,2,2,2
0,300606.SZ,13,10,9,9,9
0,300607.SZ,11,8,5,1,0
0,300608.SZ,13,8,4,2,2
0,300609.SZ,22,15,8,5,5
0,300610.SZ,6,4,4,3,3
0,300611.SZ,11,9,8,7,7
0,300612.SZ,33,30,26,23,23
0,300613.SZ,15,12,7,6,6
0,300615.SZ,27,23,16,14,14
0,300616.SZ,13,6,5,3,1
0,300617.SZ,13,10,5,5,4
0,300618.SZ,24,20,17,11,8
0,300619.SZ,13,7,4,3,2
0,300620.SZ,19,13,7,4,3
0,300621.SZ,10,8,7,6,5
0,300622.SZ,6,4,3,1,0
0,300623.SZ,16,7,6,3,3
0,300624.SZ,38,35,32,32,31
0,300625.SZ,1,0,0,0,0
0,300626.SZ,4,2,2,1,0
0,300627.SZ,13,6,4,3,3
0,300628.SZ,13,7,3,1,1
0,300629.SZ,11,8,6,6,6
0,300630.SZ,25,9,8,5,4
0,300631.SZ,18,11,9,7,7
0,300632.SZ,17,7,6,3,2
0,300633.SZ,21,14,8,3,1
0,300634.SZ,32,27,25,25,25
0,300635.SZ,14,13,13,13,12
0,300636.SZ,5,2,2,2,2
0,300637.SZ,19,12,10,7,6
0,300638.SZ,27,22,17,13,12
0,300639.SZ,9,5,3,1,0
0,300640.SZ,15,12,11,10,10
0,300641.SZ,10,5,3,3,3
0,300642.SZ,10,5,3,3,3
0,300643.SZ,20,15,15,13,13
0,300644.SZ,26,24,22,20,20
0,300645.SZ,12,11,10,8,8
0,300647.SZ,36,28,27,26,25
0,300648.SZ,24,18,17,17,16
0,300649.SZ,17,9,8,7,7
0,300650.SZ,13,7,5,5,5
0,300651.SZ,10,7,3,0,0
0,300652.SZ,2,2,2,1,1
0,300653.SZ,28,24,19,14,13
0,300654.SZ,14,8,3,2,1
0,300655.SZ,19,15,9,7,5
0,300656.SZ,6,3,2,1,1
0,300657.SZ,21,11,7,5,5
0,300658.SZ,11,10,10,9,8
0,300659.SZ,22,15,12,11,10
0,300660.SZ,5,5,2,2,2
0,300661.SZ,29,19,15,12,8
0,300662.SZ,28,20,13,12,10
0,300663.SZ,31,20,17,16,15
0,300664.SZ,17,14,14,14,13
0,300665.SZ,9,7,7,6,6
0,300666.SZ,20,15,11,7,4
0,300667.SZ,28,18,18,16,16
0,300668.SZ,15,12,12,10,10
0,300669.SZ,5,2,1,1,1
0,300670.SZ,30,28,25,23,22
0,300671.SZ,20,14,11,7,6
0,300672.SZ,22,17,13,10,9
0,300673.SZ,18,13,8,6,4
0,300674.SZ,25,22,21,20,20
0,300675.SZ,22,15,12,12,12
0,300676.SZ,17,9,5,5,4
0,300677.SZ,23,16,12,10,10
0,300678.SZ,19,11,10,10,9
0,300679.SZ,12,7,5,4,3
0,300680.SZ,14,11,10,10,9
0,300681.SZ,10,6,4,2,1
0,300682.SZ,26,20,16,14,14
0,300683.SZ,5,3,3,2,2
0,300684.SZ,54,43,37,33,31
0,300685.SZ,20,12,8,7,3
0,300686.SZ,27,20,16,16,15
0,300687.SZ,31,16,13,12,11
0,300688.SZ,27,23,20,18,17
0,300689.SZ,11,6,6,5,5
0,300690.SZ,19,14,13,13,12
0,300691.SZ,17,10,9,7,7
0,300692.SZ,15,8,7,6,5
0,300693.SZ,25,13,12,11,11
0,300694.SZ,16,15,13,13,13
0,300695.SZ,5,2,2,2,2
0,300696.SZ,13,12,8,7,7
0,300697.SZ,9,6,3,3,3
0,300698.SZ,25,19,17,15,14
0,300699.SZ,9,5,2,1,0
0,300700.SZ,19,10,7,4,3
0,300701.SZ,24,16,13,11,9
0,300702.SZ,22,14,11,9,8
0,300703.SZ,15,11,10,10,10
0,300705.SZ,28,20,17,16,16
0,300706.SZ,25,18,13,9,9
0,300707.SZ,22,16,12,11,11
0,300708.SZ,22,14,10,8,8
0,300709.SZ,10,4,4,3,3
0,300710.SZ,18,13,11,10,10
0,300711.SZ,18,12,10,10,10
0,300712.SZ,5,3,1,1,1
0,300713.SZ,15,10,7,6,6
0,300715.SZ,27,19,17,16,14
0,300716.SZ,14,10,9,7,7
0,300717.SZ,12,9,8,7,6
0,300718.SZ,10,9,7,6,6
0,300719.SZ,19,12,11,10,10
0,300720.SZ,18,11,6,6,6
0,300721.SZ,17,8,6,4,4
0,300722.SZ,16,7,5,5,5
0,300723.SZ,12,11,6,4,4
0,300724.SZ,14,9,8,7,7
0,300725.SZ,25,15,13,9,6
0,300726.SZ,20,11,7,6,6
0,300727.SZ,24,14,10,8,8
0,300729.SZ,12,8,4,2,2
0,300730.SZ,34,26,22,22,22
0,300731.SZ,31,24,19,17,14
0,300732.SZ,9,5,3,2,1
0,300733.SZ,21,14,13,13,13
0,300735.SZ,22,14,11,9,8
0,300736.SZ,18,18,17,17,17
0,300737.SZ,7,6,6,5,5
0,300738.SZ,28,19,14,14,14
0,300739.SZ,18,16,12,11,10
0,300740.SZ,18,13,12,11,10
0,300741.SZ,5,3,2,2,2
0,300742.SZ,18,16,16,15,14
0,300743.SZ,29,23,22,21,21
0,300745.SZ,25,23,23,23,23
0,300746.SZ,34,32,30,28,28
0,300747.SZ,25,20,17,16,16
0,300748.SZ,26,21,20,19,19
0,300749.SZ,22,19,16,16,16
0,300750.SZ,22,18,15,12,10
0,300751.SZ,14,11,7,6,6
0,300752.SZ,14,12,9,9,9
0,300753.SZ,13,10,8,8,8
0,300755.SZ,5,4,4,3,3
0,300756.SZ,2,2,2,2,2
0,300757.SZ,10,9,7,7,7
0,300758.SZ,6,6,6,6,6
0,300759.SZ,17,16,15,15,14
0,300760.SZ,7,7,6,5,5
0,300761.SZ,9,9,8,7,7
0,300762.SZ,1,1,1,1,1
0,600000.SH,2,1,1,1,0
0,600004.SH,9,4,0,0,0
0,600006.SH,4,3,0,0,0
0,600007.SH,4,1,0,0,0
0,600008.SH,5,5,4,3,3
0,600009.SH,11,7,3,2,1
0,600010.SH,5,5,3,2,2
0,600011.SH,5,3,1,0,0
0,600012.SH,5,2,0,0,0
0,600015.SH,2,1,0,0,0
0,600016.SH,1,1,0,0,0
0,600017.SH,3,2,0,0,0
0,600018.SH,5,2,2,2,2
0,600019.SH,2,1,1,0,0
0,600020.SH,12,9,7,6,6
0,600021.SH,6,1,1,1,0
0,600022.SH,2,1,1,1,1
0,600023.SH,2,2,0,0,0
0,600025.SH,6,5,3,3,2
0,600026.SH,8,8,6,3,2
0,600027.SH,3,2,1,0,0
0,600028.SH,2,1,0,0,0
0,600029.SH,7,5,4,3,2
0,600030.SH,6,6,5,4,3
0,600031.SH,7,3,1,0,0
0,600033.SH,0,0,0,0,0
0,600035.SH,3,2,2,2,2
0,600036.SH,4,3,0,0,0
0,600037.SH,4,3,3,3,3
0,600038.SH,12,5,2,1,0
0,600039.SH,3,3,3,1,1
0,600048.SH,12,4,1,0,0
0,600050.SH,8,5,4,3,3
0,600051.SH,2,2,0,0,0
0,600052.SH,3,2,0,0,0
0,600053.SH,29,22,21,19,18
0,600054.SH,1,1,1,0,0
0,600055.SH,14,10,6,2,1
0,600056.SH,5,1,1,1,0
0,600057.SH,1,0,0,0,0
0,600058.SH,3,1,1,0,0
0,600059.SH,1,0,0,0,0
0,600060.SH,6,3,2,2,2
0,600061.SH,14,9,8,7,7
0,600062.SH,3,0,0,0,0
0,600063.SH,5,4,4,3,2
0,600064.SH,13,9,6,5,5
0,600066.SH,2,1,1,0,0
0,600067.SH,2,2,2,2,1
0,600068.SH,9,5,3,0,0
0,600069.SH,11,9,6,4,4
0,600070.SH,11,7,6,5,5
0,600071.SH,15,8,7,5,3
0,600072.SH,13,8,6,4,3
0,600073.SH,7,3,0,0,0
0,600074.SH,10,0,0,0,0
0,600075.SH,5,2,2,1,0
0,600076.SH,3,1,0,0,0
0,600077.SH,7,3,3,3,3
0,600078.SH,7,5,4,4,3
0,600079.SH,4,3,0,0,0
0,600080.SH,11,9,7,6,5
0,600081.SH,3,2,2,1,1
0,600082.SH,13,12,11,11,10
0,600083.SH,7,5,3,2,1
0,600084.SH,9,8,7,6,6
0,600085.SH,4,1,1,0,0
0,600086.SH,17,17,16,15,14
0,600088.SH,15,12,11,8,6
0,600089.SH,2,1,1,1,1
0,600090.SH,4,2,0,0,0
0,600091.SH,0,0,0,0,0
0,600093.SH,21,19,17,13,11
