,0,1,2,3,4,5
0,002273.SZ,13,10,8,3,2
0,002274.SZ,6,5,3,1,1
0,002275.SZ,3,0,0,0,0
0,002276.SZ,7,3,3,3,3
0,002277.SZ,3,1,1,0,0
0,002278.SZ,14,9,5,3,0
0,002279.SZ,13,7,4,3,3
0,002280.SZ,10,8,5,4,3
0,002281.SZ,15,7,6,3,3
0,002282.SZ,11,8,5,5,5
0,002283.SZ,4,3,3,2,1
0,002284.SZ,3,2,1,1,1
0,002285.SZ,14,9,7,6,4
0,002286.SZ,8,4,2,2,0
0,002287.SZ,5,4,3,2,2
0,002288.SZ,23,23,19,18,18
0,002289.SZ,24,21,15,13,12
0,002290.SZ,12,9,9,8,7
0,002291.SZ,11,7,4,2,2
0,002292.SZ,11,5,3,1,1
0,002293.SZ,9,5,2,1,1
0,002294.SZ,2,1,0,0,0
0,002295.SZ,8,6,4,3,2
0,002296.SZ,7,4,4,4,4
0,002297.SZ,11,9,9,8,8
0,002298.SZ,3,2,1,1,1
0,002299.SZ,18,12,8,7,5
0,002300.SZ,10,9,9,9,9
0,002301.SZ,7,5,4,2,1
0,002302.SZ,13,7,7,7,5
0,002303.SZ,4,1,1,0,0
0,002304.SZ,17,6,1,0,0
0,002305.SZ,10,6,6,5,5
0,002306.SZ,10,0,0,0,0
0,002307.SZ,14,9,7,7,6
0,002308.SZ,12,6,4,3,2
0,002309.SZ,3,2,2,0,0
0,002310.SZ,8,4,4,3,2
0,002311.SZ,4,1,1,0,0
0,002312.SZ,10,8,5,3,3
0,002313.SZ,18,10,5,3,1
0,002314.SZ,4,2,2,2,2
0,002315.SZ,11,9,8,6,5
0,002316.SZ,13,6,3,1,1
0,002317.SZ,3,1,0,0,0
0,002318.SZ,4,4,4,2,2
0,002319.SZ,2,1,1,1,1
0,002320.SZ,21,17,14,11,8
0,002321.SZ,13,8,7,6,6
0,002322.SZ,6,6,4,4,4
0,002323.SZ,6,5,4,4,4
0,002324.SZ,3,0,0,0,0
0,002325.SZ,6,2,2,2,2
0,002326.SZ,11,5,4,3,3
0,002327.SZ,6,4,2,1,0
0,002328.SZ,11,9,8,7,7
0,002329.SZ,7,5,3,3,3
0,002330.SZ,7,7,6,5,3
0,002331.SZ,10,6,3,2,2
0,002332.SZ,10,6,1,1,1
0,002333.SZ,24,20,19,13,12
0,002334.SZ,8,4,3,2,1
0,002335.SZ,9,6,5,2,2
0,002336.SZ,17,11,8,7,7
0,002337.SZ,17,13,13,11,11
0,002338.SZ,13,7,7,7,7
0,002339.SZ,7,7,6,6,6
0,002340.SZ,6,4,1,1,1
0,002341.SZ,12,9,3,2,0
0,002342.SZ,11,6,3,3,3
0,002343.SZ,24,15,7,3,2
0,002344.SZ,1,0,0,0,0
0,002345.SZ,4,3,3,3,1
0,002346.SZ,18,17,14,13,13
0,002347.SZ,6,5,3,3,3
0,002348.SZ,11,10,9,9,9
0,002349.SZ,6,2,2,2,1
0,002350.SZ,8,7,7,6,6
0,002351.SZ,8,5,3,3,3
0,002352.SZ,5,4,1,0,0
0,002353.SZ,10,6,4,3,3
0,002354.SZ,18,9,4,2,1
0,002355.SZ,2,1,0,0,0
0,002356.SZ,37,34,33,32,31
0,002357.SZ,12,8,8,8,8
0,002358.SZ,7,4,1,1,1
0,002359.SZ,20,15,12,10,8
0,002360.SZ,3,2,1,1,1
0,002361.SZ,6,6,5,4,4
0,002362.SZ,7,4,2,2,2
0,002363.SZ,3,3,2,1,1
0,002364.SZ,9,6,3,3,3
0,002365.SZ,6,4,3,3,3
0,002366.SZ,18,12,11,8,5
0,002367.SZ,16,12,9,7,7
0,002368.SZ,26,17,12,9,5
0,002369.SZ,8,5,5,5,5
0,002370.SZ,18,16,11,8,5
0,002371.SZ,29,21,16,11,8
0,002372.SZ,7,4,3,0,0
0,002373.SZ,13,6,3,2,2
0,002374.SZ,9,8,6,6,5
0,002375.SZ,4,3,2,2,2
0,002376.SZ,26,18,11,7,3
0,002377.SZ,7,6,6,5,4
0,002378.SZ,4,3,3,3,3
0,002379.SZ,8,5,3,3,3
0,002380.SZ,7,5,3,2,2
0,002381.SZ,7,6,3,2,2
0,002382.SZ,17,13,11,5,4
0,002383.SZ,7,4,2,2,2
0,002384.SZ,21,15,9,8,6
0,002385.SZ,7,5,4,4,4
0,002386.SZ,1,0,0,0,0
0,002387.SZ,13,10,9,7,6
0,002388.SZ,13,6,4,4,4
0,002389.SZ,7,6,1,1,1
0,002390.SZ,8,6,2,0,0
0,002391.SZ,3,2,1,1,1
0,002392.SZ,4,2,0,0,0
0,002393.SZ,3,0,0,0,0
0,002394.SZ,0,0,0,0,0
0,002395.SZ,14,9,7,3,3
0,002396.SZ,11,7,2,0,0
0,002397.SZ,6,3,1,0,0
0,002398.SZ,2,0,0,0,0
0,002399.SZ,11,8,5,3,0
0,002400.SZ,10,5,3,2,2
0,002401.SZ,11,7,5,5,5
0,002402.SZ,12,10,7,3,2
0,002403.SZ,4,2,2,2,1
0,002404.SZ,3,2,2,1,1
0,002405.SZ,14,8,7,5,3
0,002406.SZ,1,0,0,0,0
0,002407.SZ,8,6,6,5,3
0,002408.SZ,4,3,2,1,0
0,002409.SZ,14,10,6,4,3
0,002410.SZ,24,13,7,3,2
0,002411.SZ,6,6,5,5,5
0,002412.SZ,3,0,0,0,0
0,002413.SZ,13,7,4,4,4
0,002414.SZ,15,12,6,5,3
0,002415.SZ,10,4,4,2,2
0,002416.SZ,9,3,1,1,1
0,002417.SZ,24,16,14,14,13
0,002418.SZ,19,12,11,9,9
0,002419.SZ,13,10,8,5,4
0,002420.SZ,10,9,7,7,7
0,002421.SZ,6,4,3,3,3
0,002422.SZ,9,4,2,1,1
0,002423.SZ,17,12,10,10,10
0,002424.SZ,4,3,2,1,1
0,002425.SZ,15,10,5,2,2
0,002426.SZ,12,10,9,6,6
0,002427.SZ,27,0,0,0,0
0,002428.SZ,10,6,2,2,2
0,002429.SZ,6,5,4,4,4
0,002430.SZ,14,10,8,3,2
0,002431.SZ,4,1,0,0,0
0,002432.SZ,11,8,7,7,7
0,002433.SZ,4,1,0,0,0
0,002434.SZ,4,2,2,2,1
0,002435.SZ,7,6,5,5,3
0,002436.SZ,6,4,2,1,1
0,002437.SZ,14,13,11,10,10
0,002438.SZ,4,1,1,1,1
0,002439.SZ,15,9,7,3,1
0,002440.SZ,7,6,4,3,2
0,002441.SZ,6,5,3,0,0
0,002442.SZ,3,1,1,0,0
0,002443.SZ,3,2,2,2,2
0,002444.SZ,5,1,1,1,1
0,002445.SZ,12,4,2,2,2
0,002446.SZ,20,16,10,5,3
0,002447.SZ,16,13,12,11,11
0,002448.SZ,1,1,1,1,1
0,002449.SZ,10,2,1,1,1
0,002450.SZ,10,1,1,1,1
0,002451.SZ,32,29,24,22,21
0,002452.SZ,13,11,8,8,7
0,002453.SZ,8,7,7,7,6
0,002454.SZ,7,6,5,5,5
0,002455.SZ,9,4,2,1,1
0,002456.SZ,19,13,10,3,2
0,002457.SZ,10,6,4,3,3
0,002458.SZ,32,25,19,17,16
0,002459.SZ,11,10,8,6,6
0,002460.SZ,16,14,11,8,5
0,002461.SZ,7,6,4,3,3
0,002462.SZ,6,4,3,2,0
0,002463.SZ,24,16,11,8,8
0,002464.SZ,13,11,9,7,6
0,002465.SZ,10,6,5,2,0
0,002466.SZ,15,10,7,3,2
0,002467.SZ,9,7,6,3,3
0,002468.SZ,11,9,5,2,2
0,002469.SZ,4,3,1,1,1
0,002470.SZ,8,4,2,2,1
0,002471.SZ,6,5,5,5,5
0,002472.SZ,11,5,4,3,3
0,002473.SZ,15,0,0,0,0
0,002474.SZ,13,7,2,2,2
0,002475.SZ,18,9,1,1,1
0,002476.SZ,18,14,11,9,8
0,002477.SZ,12,11,10,10,10
0,002478.SZ,10,7,4,4,1
0,002479.SZ,4,4,3,2,2
0,002480.SZ,4,2,2,2,1
0,002481.SZ,7,5,5,5,5
0,002482.SZ,8,1,1,1,0
0,002483.SZ,4,3,2,2,2
0,002484.SZ,11,5,3,2,1
0,002485.SZ,8,3,2,1,1
0,002486.SZ,8,6,6,6,6
0,002487.SZ,4,3,2,2,2
0,002488.SZ,15,12,10,8,6
0,002489.SZ,6,3,2,2,2
0,002490.SZ,8,6,5,5,5
0,002491.SZ,14,8,7,5,2
0,002492.SZ,9,6,5,5,4
0,002493.SZ,8,6,4,2,1
0,002494.SZ,11,7,5,5,5
0,002495.SZ,9,8,8,8,7
0,002496.SZ,12,6,5,4,3
0,002497.SZ,17,12,8,8,7
0,002498.SZ,11,9,8,7,7
0,002499.SZ,8,5,3,3,3
0,002500.SZ,9,6,6,4,3
0,002501.SZ,8,2,1,1,1
0,002502.SZ,6,4,4,4,4
0,002503.SZ,8,6,5,3,3
0,002504.SZ,28,18,15,13,13
0,002505.SZ,9,7,4,4,4
0,002506.SZ,3,2,1,0,0
0,002507.SZ,17,11,6,4,3
0,002508.SZ,14,5,1,1,1
0,002509.SZ,14,12,10,7,6
0,002510.SZ,11,6,6,4,4
0,002511.SZ,7,3,1,1,1
0,002512.SZ,11,10,8,7,6
0,002513.SZ,9,7,6,6,6
0,002514.SZ,9,5,3,3,3
0,002515.SZ,8,7,5,4,4
0,002516.SZ,4,1,1,1,1
0,002517.SZ,15,8,7,6,5
0,002518.SZ,12,8,5,4,2
0,002519.SZ,12,9,7,7,7
0,002520.SZ,3,0,0,0,0
0,002521.SZ,1,1,0,0,0
0,002522.SZ,10,8,6,5,4
0,002523.SZ,7,6,6,6,6
0,002524.SZ,9,8,6,6,6
0,002526.SZ,16,14,14,13,12
0,002527.SZ,9,6,5,4,4
0,002528.SZ,11,9,8,7,7
0,002529.SZ,7,6,4,4,4
0,002530.SZ,23,19,12,9,9
0,002531.SZ,12,4,3,2,2
0,002532.SZ,8,6,5,4,4
0,002533.SZ,3,3,3,3,3
0,002534.SZ,10,7,6,5,5
0,002535.SZ,6,4,4,4,4
0,002536.SZ,5,0,0,0,0
0,002537.SZ,5,2,2,1,0
0,002538.SZ,3,3,2,2,2
0,002539.SZ,6,5,4,3,3
0,002540.SZ,4,3,2,1,0
0,002541.SZ,1,0,0,0,0
0,002542.SZ,10,6,5,4,4
0,002543.SZ,9,6,3,3,3
0,002544.SZ,9,7,4,2,2
0,002545.SZ,10,8,5,4,4
0,002546.SZ,6,6,5,4,4
0,002547.SZ,24,19,18,16,14
0,002548.SZ,14,9,4,4,3
0,002549.SZ,16,11,9,7,7
0,002550.SZ,1,1,1,1,1
0,002551.SZ,5,2,2,1,0
0,002552.SZ,15,5,4,2,2
0,002553.SZ,7,4,3,3,2
0,002554.SZ,13,11,11,8,5
0,002555.SZ,16,11,9,7,4
0,002556.SZ,6,6,2,1,1
0,002557.SZ,17,8,4,1,1
0,002558.SZ,9,6,4,4,4
0,002559.SZ,5,3,0,0,0
0,002560.SZ,13,10,10,9,8
0,002561.SZ,3,0,0,0,0
0,002562.SZ,12,9,9,8,8
0,002563.SZ,18,11,8,5,4
0,002564.SZ,5,3,2,1,1
0,002565.SZ,22,20,18,17,17
0,002566.SZ,2,2,1,1,1
0,002567.SZ,13,10,9,8,7
0,002568.SZ,12,8,5,5,5
0,002569.SZ,22,14,12,11,9
0,002570.SZ,5,3,3,3,3
0,002571.SZ,18,11,10,8,8
0,002572.SZ,14,10,9,4,3
0,002573.SZ,7,6,3,2,1
0,002574.SZ,0,0,0,0,0
0,002575.SZ,31,25,22,21,20
0,002576.SZ,14,9,5,4,4
0,002577.SZ,12,8,5,4,4
0,002578.SZ,3,2,1,1,1
0,002579.SZ,14,7,3,2,1
0,002580.SZ,15,14,12,11,10
0,002581.SZ,10,6,5,5,4
0,002582.SZ,9,6,4,0,0
0,002583.SZ,14,13,13,6,5
0,002584.SZ,20,17,12,9,8
0,002585.SZ,7,2,1,0,0
0,002586.SZ,9,5,2,1,1
0,002587.SZ,9,8,7,7,6
0,002588.SZ,2,0,0,0,0
0,002589.SZ,9,6,4,2,1
0,002590.SZ,9,6,6,5,5
0,002591.SZ,15,13,11,9,8
0,002592.SZ,20,16,13,12,10
0,002593.SZ,2,2,0,0,0
0,002594.SZ,11,6,1,1,0
0,002595.SZ,9,6,3,0,0
0,002596.SZ,23,16,10,9,9
0,002597.SZ,3,1,0,0,0
0,002598.SZ,8,5,4,2,2
0,002599.SZ,4,3,3,2,1
0,002600.SZ,24,23,21,19,19
0,002601.SZ,3,3,1,0,0
0,002602.SZ,1,0,0,0,0
0,002603.SZ,3,1,0,0,0
0,002604.SZ,14,0,0,0,0
0,002605.SZ,12,8,7,6,6
0,002606.SZ,27,20,18,13,13
0,002607.SZ,30,25,21,20,20
0,002608.SZ,9,7,5,4,4
0,002609.SZ,11,8,4,3,2
0,002610.SZ,9,8,5,5,4
0,002611.SZ,12,8,7,5,4
0,002612.SZ,4,3,2,2,1
0,002613.SZ,7,5,4,3,3
0,002614.SZ,9,5,3,1,0
0,002615.SZ,10,5,2,2,2
0,002616.SZ,10,7,6,3,1
0,002617.SZ,12,5,1,1,0
0,002618.SZ,24,17,13,11,10
0,002619.SZ,13,9,6,6,6
0,002620.SZ,6,4,2,1,1
0,002621.SZ,17,14,13,8,7
0,002622.SZ,19,14,11,9,8
0,002623.SZ,4,2,1,1,1
0,002624.SZ,14,10,4,2,1
0,002625.SZ,16,11,11,8,7
0,002626.SZ,10,5,4,3,1
0,002627.SZ,5,4,1,1,0
0,002628.SZ,15,13,12,11,11
0,002629.SZ,18,15,15,12,12
0,002630.SZ,6,3,2,2,1
0,002631.SZ,10,6,6,4,4
0,002632.SZ,12,8,4,3,2
0,002633.SZ,12,7,5,4,4
0,002634.SZ,7,3,3,2,2
0,002635.SZ,22,14,9,8,7
0,002636.SZ,13,10,7,6,6
0,002637.SZ,6,4,4,3,3
0,002638.SZ,9,6,5,5,5
0,002639.SZ,6,3,3,3,3
0,002640.SZ,15,7,5,1,1
0,002641.SZ,3,2,1,0,0
0,002642.SZ,14,10,8,5,5
0,002643.SZ,17,6,1,0,0
0,002644.SZ,5,2,2,2,1
0,002645.SZ,11,10,7,4,4
0,002646.SZ,3,3,3,2,2
0,002647.SZ,6,4,3,2,2
0,002648.SZ,14,9,5,4,4
0,002649.SZ,12,6,3,1,0
0,002650.SZ,3,2,2,2,2
0,002651.SZ,12,10,6,4,4
0,002652.SZ,8,6,5,5,5
0,002653.SZ,14,6,5,3,2
0,002654.SZ,11,9,6,6,6
0,002655.SZ,16,14,13,10,8
0,002656.SZ,5,3,2,2,2
0,002657.SZ,14,9,7,7,7
0,002658.SZ,7,5,3,3,3
0,002659.SZ,10,8,2,1,1
0,002660.SZ,19,13,11,7,7
0,002661.SZ,8,3,2,2,1
0,002662.SZ,13,12,11,10,10
0,002663.SZ,6,5,3,3,3
0,002664.SZ,8,6,5,4,4
0,002665.SZ,5,2,1,1,1
0,002666.SZ,7,7,7,7,7
0,002667.SZ,12,10,9,8,8
0,002668.SZ,19,13,11,10,9
0,002669.SZ,13,10,10,9,8
0,002670.SZ,14,11,10,10,10
0,002671.SZ,3,3,3,2,1
0,002672.SZ,9,5,2,0,0
0,002673.SZ,7,5,4,3,3
0,002674.SZ,10,7,5,4,4
0,002675.SZ,13,6,3,2,2
0,002676.SZ,19,15,12,11,11
0,002677.SZ,16,8,2,1,0
0,002678.SZ,6,0,0,0,0
0,002679.SZ,13,6,3,1,1
0,002680.SZ,16,10,6,2,1
0,002681.SZ,14,12,10,10,9
0,002682.SZ,1,0,0,0,0
0,002683.SZ,20,12,6,4,2
0,002684.SZ,24,22,21,20,20
0,002685.SZ,6,1,1,1,1
0,002686.SZ,8,7,5,5,4
0,002687.SZ,18,14,11,11,11
0,002688.SZ,5,3,1,1,1
0,002689.SZ,14,11,10,10,10
0,002690.SZ,7,4,2,2,0
0,002691.SZ,26,18,16,16,16
0,002692.SZ,18,16,16,15,14
0,002693.SZ,20,15,11,8,8
0,002694.SZ,15,11,8,6,5
0,002695.SZ,9,5,2,1,1
0,002696.SZ,16,11,7,3,1
0,002697.SZ,3,2,0,0,0
0,002698.SZ,11,6,4,3,3
0,002699.SZ,8,7,6,5,5
0,002700.SZ,21,16,15,12,12
0,002701.SZ,3,1,1,0,0
0,002702.SZ,13,10,10,7,7
0,002703.SZ,14,13,12,12,12
0,002705.SZ,8,1,0,0,0
0,002706.SZ,3,3,1,0,0
0,002707.SZ,11,7,6,4,1
0,002708.SZ,28,23,23,21,21
0,002709.SZ,15,9,7,7,5
0,002711.SZ,17,16,11,9,9
0,002712.SZ,10,8,7,4,2
0,002713.SZ,7,3,2,1,1
0,002714.SZ,18,11,9,8,6
0,002715.SZ,11,7,6,6,5
0,002716.SZ,8,4,3,3,3
0,002717.SZ,7,4,2,0,0
0,002718.SZ,5,5,4,2,2
0,002719.SZ,8,3,2,2,2
0,002721.SZ,13,7,6,5,4
0,002722.SZ,5,4,3,3,3
0,002723.SZ,11,8,8,8,8
0,002724.SZ,7,4,3,3,2
0,002725.SZ,25,21,18,17,16
0,002726.SZ,11,10,10,5,3
0,002727.SZ,18,7,4,2,1
0,002728.SZ,1,1,0,0,0
0,002729.SZ,12,7,6,5,4
0,002730.SZ,4,2,1,1,1
0,002731.SZ,4,2,1,1,1
0,002732.SZ,4,3,2,2,1
0,002733.SZ,25,20,16,11,11
0,002734.SZ,7,5,3,0,0
0,002735.SZ,5,3,1,0,0
0,002736.SZ,12,9,8,6,6
0,002737.SZ,9,5,5,3,1
0,002738.SZ,8,5,5,5,4
0,002739.SZ,3,1,1,0,0
0,002740.SZ,9,5,5,3,3
0,002741.SZ,13,7,2,1,0
0,002742.SZ,6,3,2,2,2
0,002743.SZ,7,4,4,2,2
0,002745.SZ,11,5,1,0,0
0,002746.SZ,25,20,11,9,8
0,002747.SZ,14,11,8,5,3
0,002748.SZ,4,4,1,1,1
0,002749.SZ,7,3,2,1,0
0,002750.SZ,22,21,16,14,14
0,002751.SZ,7,4,3,3,3
0,002752.SZ,8,4,4,4,4
0,002753.SZ,8,3,3,2,1
0,002755.SZ,26,20,17,14,14
0,002756.SZ,7,3,1,1,1
0,002757.SZ,7,5,2,1,0
0,002758.SZ,16,12,9,8,7
0,002759.SZ,10,6,1,1,1
0,002760.SZ,16,10,9,5,4
0,002761.SZ,14,11,8,5,3
0,002762.SZ,16,8,4,2,2
0,002763.SZ,8,4,3,0,0
0,002765.SZ,9,8,6,6,5
0,002766.SZ,13,12,10,9,7
0,002767.SZ,10,5,4,4,4
0,002768.SZ,9,5,5,4,4
0,002769.SZ,21,16,15,14,14
0,002770.SZ,8,8,6,5,5
0,002771.SZ,18,11,9,9,9
0,002772.SZ,8,2,2,2,2
0,002773.SZ,9,5,2,1,1
0,002774.SZ,18,14,13,12,12
0,002775.SZ,3,1,0,0,0
0,002776.SZ,21,17,12,9,8
0,002777.SZ,16,11,8,7,5
0,002778.SZ,16,13,10,9,8
0,002779.SZ,11,7,5,4,3
0,002780.SZ,16,12,9,8,7
0,002781.SZ,5,4,2,2,1
0,002782.SZ,22,17,15,11,9
0,002783.SZ,8,6,6,5,5
0,002785.SZ,10,7,5,4,4
0,002786.SZ,20,14,14,11,11
0,002787.SZ,10,6,3,2,2
0,002788.SZ,4,3,2,2,2
0,002789.SZ,4,3,2,2,2
0,002790.SZ,9,8,6,6,6
0,002791.SZ,6,5,3,2,2
0,002792.SZ,12,7,5,3,0
0,002793.SZ,7,5,3,2,1
0,002795.SZ,23,19,19,19,19
0,002796.SZ,27,21,14,13,11
0,002797.SZ,11,9,7,6,6
0,002798.SZ,22,12,8,5,2
0,002799.SZ,16,13,9,8,7
0,002800.SZ,13,10,7,6,5
0,002801.SZ,11,5,4,2,2
0,002802.SZ,8,6,6,5,5
0,002803.SZ,18,12,6,5,5
0,002805.SZ,8,6,4,4,3
0,002806.SZ,25,21,19,17,17
0,002807.SZ,7,7,4,4,3
0,002808.SZ,10,7,5,4,4
0,002809.SZ,4,3,2,1,1
0,002810.SZ,13,5,2,1,1
0,002811.SZ,8,5,5,4,3
0,002812.SZ,21,13,10,5,3
0,002813.SZ,27,22,20,16,16
0,002815.SZ,17,10,8,5,3
0,002816.SZ,7,5,4,3,3
0,002817.SZ,5,4,1,1,0
0,002818.SZ,4,1,0,0,0
0,002819.SZ,6,4,1,1,0
0,002820.SZ,9,7,6,6,6
0,002821.SZ,21,11,6,5,1
0,002822.SZ,7,6,5,4,4
0,002823.SZ,4,3,3,2,2
0,002824.SZ,10,6,6,5,5
0,002825.SZ,6,3,3,2,1
0,002826.SZ,13,13,13,13,12
0,002827.SZ,11,10,9,9,8
0,002828.SZ,16,12,7,7,7
0,002829.SZ,16,9,7,7,6
0,002830.SZ,19,16,11,11,11
0,002831.SZ,8,6,4,2,2
0,002832.SZ,7,4,2,2,2
0,002833.SZ,5,3,1,1,1
0,002835.SZ,14,8,7,5,5
0,002836.SZ,15,13,12,10,9
0,002837.SZ,18,15,11,9,9
0,002838.SZ,7,4,2,2,2
0,002839.SZ,12,11,10,8,7
0,002840.SZ,14,10,8,6,5
0,002841.SZ,10,5,3,2,2
0,002842.SZ,9,5,5,5,4
0,002843.SZ,6,4,3,3,3
0,002845.SZ,16,12,10,9,9
0,002846.SZ,16,13,11,11,11
0,002847.SZ,19,17,13,13,11
0,002848.SZ,35,32,30,28,27
0,002849.SZ,19,13,9,5,5
0,002850.SZ,13,7,2,2,2
0,002851.SZ,12,8,6,3,1
0,002852.SZ,4,1,1,0,0
0,002853.SZ,11,8,7,3,3
0,002855.SZ,6,4,1,1,1
0,002856.SZ,21,17,15,13,13
0,002857.SZ,17,13,13,13,13
0,002858.SZ,14,11,7,7,7
0,002859.SZ,9,4,2,1,1
0,002860.SZ,14,8,6,6,4
0,002861.SZ,7,5,4,4,3
0,002862.SZ,23,21,20,19,17
0,002863.SZ,21,20,17,16,16
0,002864.SZ,32,25,20,17,15
0,002865.SZ,23,20,18,18,18
0,002866.SZ,13,10,9,8,7
0,002867.SZ,12,7,4,3,2
0,002868.SZ,4,2,2,2,2
0,002869.SZ,17,12,10,10,9
0,002870.SZ,18,13,11,11,11
0,002871.SZ,16,15,13,12,12
0,002872.SZ,4,1,1,1,1
0,002873.SZ,11,8,7,6,6
0,002875.SZ,18,14,11,11,11
0,002876.SZ,19,15,12,8,6
0,002877.SZ,27,19,17,15,14
0,002878.SZ,15,9,6,6,6
0,002879.SZ,19,10,5,5,4
0,002880.SZ,4,2,2,1,1
0,002881.SZ,23,15,13,11,11
0,002882.SZ,4,3,3,2,2
0,002883.SZ,19,13,11,8,8
0,002884.SZ,2,0,0,0,0
0,002885.SZ,19,11,7,6,6
0,002886.SZ,23,17,14,12,11
0,002887.SZ,6,5,4,3,3
0,002888.SZ,27,22,19,18,18
0,002889.SZ,17,12,9,9,8
0,002890.SZ,13,10,6,6,4
0,002891.SZ,14,8,4,2,2
0,002892.SZ,18,13,10,8,8
0,002893.SZ,18,13,10,9,9
0,002895.SZ,16,15,14,12,12
0,002896.SZ,18,11,6,4,4
0,002897.SZ,18,13,11,11,11
0,002898.SZ,17,12,12,12,12
0,002899.SZ,17,13,10,8,8
0,002900.SZ,10,6,3,3,3
0,002901.SZ,12,5,0,0,0
0,002902.SZ,15,10,9,8,8
0,002903.SZ,30,22,17,15,15
0,002905.SZ,16,8,3,2,1
0,002906.SZ,9,7,7,7,7
0,002907.SZ,27,25,22,21,21
0,002908.SZ,28,15,10,10,10
0,002909.SZ,24,16,13,12,12
0,002910.SZ,22,16,7,5,5
0,002911.SZ,15,11,8,7,7
0,002912.SZ,28,20,11,5,3
0,002913.SZ,22,17,10,8,8
0,002915.SZ,25,16,13,13,12
0,002916.SZ,27,18,11,9,5
0,002917.SZ,19,14,12,12,11
0,002918.SZ,2,0,0,0,0
0,002919.SZ,17,14,13,13,13
0,002920.SZ,10,5,4,4,1
0,002921.SZ,24,22,19,18,18
0,002922.SZ,24,23,22,22,21
0,002923.SZ,22,18,18,18,17
0,002925.SZ,35,27,24,18,17
0,002926.SZ,12,11,9,8,7
0,002927.SZ,40,34,32,30,30
0,002928.SZ,12,10,10,8,7
0,002929.SZ,21,12,10,9,9
0,002930.SZ,30,28,26,24,24
0,002931.SZ,37,30,26,26,26
0,002932.SZ,19,18,17,15,15
0,002933.SZ,14,11,9,8,8
0,002935.SZ,15,13,11,10,10
0,002936.SZ,7,7,7,7,4
0,002937.SZ,22,17,15,15,15
0,002938.SZ,12,9,5,4,3
0,002939.SZ,13,10,10,10,10
0,002940.SZ,8,6,5,5,5
0,002941.SZ,22,20,19,17,16
0,002942.SZ,15,9,7,7,7
0,002943.SZ,12,11,10,10,9
0,002945.SZ,16,14,13,12,12
0,002946.SZ,10,9,9,9,9
0,002947.SZ,9,9,8,8,8
0,002948.SZ,7,5,4,4,4
0,002949.SZ,9,9,9,8,8
0,002950.SZ,4,4,4,4,4
0,002951.SZ,0,0,0,0,0
0,300001.SZ,13,8,4,3,2
0,300002.SZ,12,8,6,6,6
0,300003.SZ,15,8,5,3,2
0,300004.SZ,13,10,8,5,5
0,300005.SZ,7,6,5,3,3
0,300006.SZ,3,2,1,1,1
0,300007.SZ,15,8,4,2,2
0,300008.SZ,19,13,11,11,10
0,300009.SZ,12,7,5,3,3
0,300010.SZ,20,13,12,7,6
0,300011.SZ,12,9,7,6,6
0,300012.SZ,17,9,8,6,2
0,300013.SZ,15,11,7,5,5
0,300014.SZ,17,10,7,6,4
0,300015.SZ,20,11,6,1,0
0,300016.SZ,17,15,10,9,8
0,300017.SZ,20,14,12,9,7
0,300018.SZ,24,21,19,17,17
0,300019.SZ,6,5,3,3,3
0,300020.SZ,9,4,2,1,1
0,300021.SZ,6,4,4,4,4
0,300022.SZ,9,7,6,4,4
0,300023.SZ,23,18,14,14,14
0,300024.SZ,6,2,1,1,1
0,300025.SZ,11,8,7,7,7
0,300026.SZ,3,1,1,0,0
0,300027.SZ,10,6,1,1,1
0,300028.SZ,6,5,4,3,3
0,300029.SZ,6,5,5,5,5
0,300030.SZ,6,4,2,2,2
0,300031.SZ,6,5,3,2,2
0,300032.SZ,14,10,9,8,8
0,300033.SZ,18,14,13,8,7
0,300034.SZ,8,7,4,4,4
0,300035.SZ,7,5,3,3,3
0,300036.SZ,22,12,6,3,3
0,300037.SZ,19,11,10,10,3
0,300038.SZ,8,7,5,4,3
0,300039.SZ,2,0,0,0,0
0,300040.SZ,10,7,7,6,5
0,300041.SZ,3,2,2,2,2
0,300042.SZ,12,8,6,4,3
0,300043.SZ,15,10,9,9,8
0,300044.SZ,18,9,5,5,5
0,300045.SZ,16,11,5,5,4
0,300046.SZ,20,18,12,9,9
0,300047.SZ,24,15,10,8,4
0,300048.SZ,10,9,8,7,7
0,300049.SZ,4,3,3,3,3
0,300050.SZ,12,10,7,6,6
0,300051.SZ,13,8,6,4,4
0,300052.SZ,15,8,6,4,4
0,300053.SZ,10,6,3,2,2
0,300054.SZ,20,12,6,3,2
0,300055.SZ,5,1,0,0,0
0,300056.SZ,20,15,14,12,11
0,300057.SZ,5,4,3,2,2
0,300058.SZ,13,10,7,6,6
0,300059.SZ,17,13,8,6,4
0,300061.SZ,23,14,12,6,6
0,300062.SZ,13,11,9,9,9
0,300063.SZ,15,9,8,7,7
0,300064.SZ,8,5,2,2,2
0,300065.SZ,14,8,6,6,5
0,300066.SZ,9,7,7,7,7
0,300067.SZ,6,4,4,4,3
0,300068.SZ,2,2,1,1,1
0,300069.SZ,13,12,12,11,10
0,300070.SZ,11,7,5,4,3
0,300071.SZ,17,16,14,13,13
0,300072.SZ,11,7,5,3,2
0,300073.SZ,18,14,10,8,7
0,300074.SZ,11,6,5,4,4
0,300075.SZ,17,10,5,2,1
0,300076.SZ,14,13,13,11,11
0,300077.SZ,19,13,9,7,7
0,300078.SZ,21,12,9,6,4
0,300079.SZ,14,10,8,8,8
