code,pubDate,statDate,dupontROE,dupontAssetStoEquity,dupontAssetTurn,dupontPnitoni,dupontNitogr,dupontTaxBurden,dupontIntburden,dupontEbittogr
sh.600178,2017-03-28,2016-12-31,0.043889,2.174514,0.652152,1.000000,0.030949,1.000000,0.853791,0.036249
sh.600178,2018-04-24,2017-12-31,0.023055,2.205421,0.443160,1.000000,0.023589,1.000000,0.736885,0.032012
sh.600178,2019-03-26,2018-12-31,0.002972,1.940068,0.355657,1.000000,0.004308,1.000000,0.284525,0.015139
sh.600179,2008-03-27,2007-12-31,0.014446,1.975398,0.751666,1.091111,0.008917,0.562322,0.427292,0.037111
sh.600179,2009-04-30,2008-12-31,-0.059313,2.128212,0.956330,0.956917,-0.030455,1.119512,2.569665,-0.010586
sh.600179,2010-04-15,2009-12-31,-0.318253,2.597474,0.766448,0.996176,-0.160473,1.000000,1.109387,-0.144650
sh.600179,2011-03-09,2010-12-31,0.026530,2.859218,0.873016,1.053011,0.010093,1.000000,0.370893,0.027213
sh.600179,2012-04-19,2011-12-31,-0.816237,3.372527,1.007496,0.997477,-0.240832,1.000000,1.076715,-0.223673
sh.600179,2013-03-29,2012-12-31,0.060140,5.241644,1.090208,1.061239,0.009917,1.000000,0.402556,0.024635
sh.600179,2014-04-18,2013-12-31,0.034562,6.487789,0.828073,1.092992,0.005886,1.000000,0.235976,0.024943
sh.600179,2015-03-03,2014-12-31,-1.916620,12.056821,0.561514,0.993525,-0.284947,1.000000,1.129406,-0.252298
sh.600179,2016-04-29,2015-12-31,,,0.674034,0.997392,-0.309864,1.000000,1.027697,-0.301513
sh.600179,2017-04-06,2016-12-31,0.370476,3.530325,0.993239,1.000000,0.105655,0.745641,0.942055,0.150413
sh.600179,2018-03-13,2017-12-31,0.202876,2.813587,0.882529,1.000000,0.081703,0.744305,0.945929,0.116046
sh.600180,2009-04-25,2008-12-31,0.163689,4.917186,0.040827,1.242408,0.656280,1.000000,0.254787,2.575799
sh.600180,2010-04-30,2009-12-31,-0.001160,1.627543,,1.000000,,1.000000,1.000000,
sh.600180,2011-04-30,2010-12-31,0.005537,1.019925,,1.000000,,1.000000,1.000003,
sh.600180,2012-03-30,2011-12-31,-0.021003,1.034669,,1.000000,,1.000000,0.990654,
sh.600180,2013-02-28,2012-12-31,0.542014,1.557800,4.812868,1.000000,0.072293,0.815221,0.991400,0.089448
sh.600180,2014-03-26,2013-12-31,0.315058,2.893781,1.499835,1.000033,0.072588,0.861147,0.955652,0.088204
sh.600180,2015-03-26,2014-12-31,0.257406,3.743015,1.141018,1.002106,0.060144,0.858535,0.802213,0.087326
sh.600180,2016-04-16,2015-12-31,0.136037,3.095409,0.966694,1.004167,0.045273,0.767411,0.711363,0.082933
sh.600180,2017-04-27,2016-12-31,0.121316,3.181236,1.525125,1.007131,0.024827,0.744307,0.675959,0.049347
sh.600180,2018-04-20,2017-12-31,0.145107,3.808081,1.998028,0.999749,0.019076,0.781018,0.616163,0.039640
sh.600182,2008-02-05,2007-12-31,0.249695,9.681706,0.921395,0.504460,0.055486,0.908247,0.683403,0.089393
sh.600182,2009-03-24,2008-12-31,0.006033,8.339408,0.960979,0.492611,0.001528,1.607287,0.022434,0.042381
sh.600182,2010-02-03,2009-12-31,0.346785,6.884445,0.897367,0.505788,0.110982,0.788378,0.832101,0.169178
sh.600182,2011-02-19,2010-12-31,0.101212,5.911091,1.150142,0.500003,0.029774,0.753719,0.570030,0.069300
sh.600182,2012-03-30,2011-12-31,0.131986,5.981247,1.386382,0.504742,0.031534,0.768619,0.684356,0.059950
sh.600182,2013-04-08,2012-12-31,0.263814,5.457860,1.130990,0.507187,0.084265,0.749364,0.830315,0.135429
sh.600182,2014-04-15,2013-12-31,0.314225,4.294664,1.203761,0.506174,0.120080,0.748045,0.919718,0.174538
sh.600182,2015-04-14,2014-12-31,0.195358,3.256501,1.143998,0.500215,0.104833,0.746061,0.931410,0.150863
sh.600182,2016-04-12,2015-12-31,0.179565,2.672198,1.052815,0.498911,0.127932,0.745795,0.960538,0.178585
sh.600182,2017-04-11,2016-12-31,0.145363,2.505564,1.160486,0.485870,0.102894,0.740941,0.966572,0.143672
sh.600182,2018-04-17,2017-12-31,0.067300,2.829500,1.345859,0.470391,0.037570,0.736301,0.888831,0.057408
sh.600182,2019-04-18,2018-12-31,0.100035,3.089266,1.228070,0.482238,0.054678,0.741319,0.863523,0.085415
sh.600183,2008-03-28,2007-12-31,0.255415,2.167484,1.063413,0.952769,0.116306,0.934201,0.899833,0.138356
sh.600183,2009-03-27,2008-12-31,0.063404,2.158233,0.977159,1.256766,0.023922,0.952188,0.592431,0.042407
sh.600183,2010-03-15,2009-12-31,0.147698,2.061880,0.819857,0.922388,0.094724,0.887101,0.896363,0.119125
sh.600183,2011-03-16,2010-12-31,0.218655,2.089463,1.077898,0.923241,0.105155,0.874495,0.935908,0.128482
sh.600183,2012-03-29,2011-12-31,0.133766,1.828459,0.954747,0.937640,0.081721,0.893592,0.912644,0.100206
sh.600183,2013-03-12,2012-12-31,0.079361,1.651998,0.905130,0.958523,0.055371,0.873048,0.913041,0.069464
sh.600183,2014-03-08,2013-12-31,0.131628,1.728380,0.896963,0.997578,0.085111,0.875723,0.939093,0.103493
sh.600183,2015-03-10,2014-12-31,0.117103,1.845769,0.913103,0.986665,0.070421,0.884451,0.907417,0.087745
sh.600183,2016-03-18,2015-12-31,0.120063,1.894434,0.886228,0.984252,0.072657,0.890445,0.884940,0.092205
sh.600183,2017-03-31,2016-12-31,0.153875,1.891468,0.928383,0.983635,0.089086,0.855440,0.923719,0.112740
sh.600183,2018-03-28,2017-12-31,0.194248,2.022150,0.961040,0.965259,0.103552,0.854628,0.934141,0.129708
sh.600183,2019-03-27,2018-12-31,0.161102,2.071355,0.931405,0.939441,0.088887,0.871053,0.888557,0.114844
sh.600184,2008-03-25,2007-12-31,0.021545,2.454432,0.531148,1.217792,0.013571,1.065381,0.342492,0.037192
sh.600184,2009-03-20,2008-12-31,0.022348,2.994687,0.742795,0.868240,0.011571,0.947878,0.451812,0.027019
sh.600184,2010-02-25,2009-12-31,0.027191,3.469771,0.429113,0.593587,0.030766,0.838812,0.792583,0.046277
sh.600184,2011-03-30,2010-12-31,0.136373,2.971674,0.944939,0.931511,0.052136,0.867139,0.857774,0.070093
sh.600184,2012-03-01,2011-12-31,0.024472,2.874101,0.720313,1.996218,0.005922,0.493008,0.351622,0.034159
sh.600184,2013-04-02,2012-12-31,0.003073,2.999947,0.641176,-0.198884,-0.008034,-2.962707,0.092293,0.029382
sh.600184,2014-04-22,2013-12-31,-0.172845,2.864850,0.632188,0.993647,-0.096045,0.932210,1.159797,-0.088834
sh.600184,2015-03-13,2014-12-31,0.064689,2.851015,0.673612,0.996655,0.033797,0.924422,0.738073,0.049535
sh.600184,2016-03-26,2015-12-31,0.029235,2.194847,0.774483,0.983842,0.017481,0.933345,0.748606,0.025019
sh.600184,2017-04-08,2016-12-31,0.013199,1.786585,0.551784,0.970182,0.013801,0.978673,1.604579,0.008788
sh.600184,2018-04-21,2017-12-31,0.019644,1.697160,0.491594,1.000914,0.023523,0.963773,0.952530,0.025624
sh.600184,2019-03-30,2018-12-31,0.025198,1.603717,0.656729,1.001724,0.023883,0.964047,1.012668,0.024464
sh.600185,2008-04-30,2007-12-31,-0.122990,2.457273,0.609826,1.019910,-0.080472,2.276992,9.468796,-0.003732
sh.600185,2009-04-30,2008-12-31,-1.559625,3.564231,0.428141,0.995757,-1.026393,1.001821,1.102914,-0.928928
sh.600185,2010-02-03,2009-12-31,0.273971,3.593126,0.166318,1.000000,0.458451,0.775687,0.956926,0.617630
sh.600185,2011-03-31,2010-12-31,0.083693,4.362553,0.154099,1.000000,0.124494,0.702008,1.012658,0.175123
sh.600185,2012-04-25,2011-12-31,0.133202,5.558235,0.126645,1.000000,0.189229,0.758260,0.993502,0.251189
sh.600185,2013-04-25,2012-12-31,0.141209,5.317269,0.134173,1.003400,0.197258,0.783163,0.923487,0.272742
sh.600185,2014-04-26,2013-12-31,0.128105,5.160113,0.152263,1.004589,0.162302,0.812947,0.908468,0.219762
sh.600185,2015-04-28,2014-12-31,0.100200,5.469860,0.085772,1.001002,0.213359,0.828740,0.831247,0.309715
sh.600185,2016-04-19,2015-12-31,0.381253,5.441837,0.130071,1.000877,0.538155,0.783510,0.963920,0.712561
sh.600185,2017-04-17,2016-12-31,0.107187,4.192604,0.132873,1.002731,0.191883,0.749385,0.944300,0.271157
sh.600185,2018-04-25,2017-12-31,0.082611,3.553468,0.116557,1.001556,0.199146,0.754006,0.967607,0.272959
sh.600186,2008-04-30,2007-12-31,-0.117152,2.558763,0.577886,0.992491,-0.079827,1.008682,1.448627,-0.054631
sh.600186,2009-04-30,2008-12-31,-0.240397,2.891862,0.563360,0.999761,-0.147594,0.967972,1.164599,-0.130927
sh.600186,2010-04-30,2009-12-31,0.155374,2.939457,0.702136,1.000003,0.075282,1.019823,0.793754,0.092999
sh.600186,2011-04-30,2010-12-31,0.013458,2.622676,0.787275,0.792979,0.008220,1.000000,0.364801,0.022531
sh.600186,2012-04-28,2011-12-31,-0.421308,2.856916,0.887475,0.993231,-0.167300,1.000000,1.071745,-0.156101
sh.600186,2013-04-27,2012-12-31,0.041403,3.261965,0.882549,1.310483,0.010975,1.000000,0.622296,0.017636
sh.600186,2014-04-30,2013-12-31,-0.437473,3.635174,0.796139,0.954667,-0.158338,1.000000,1.105439,-0.143235
sh.600186,2015-04-30,2014-12-31,0.040333,4.427074,0.765242,1.445796,0.008234,1.000000,0.323735,0.025436
sh.600186,2016-04-22,2015-12-31,-1.471327,7.062830,0.727714,0.930186,-0.307751,0.626313,1.051632,-0.467245
sh.600186,2017-04-29,2016-12-31,0.570023,18.875038,0.817752,3.659883,0.010091,0.844838,0.337687,0.035369
sh.600186,2018-04-28,2017-12-31,-1.204685,23.088759,0.934695,0.735604,-0.075886,1.026439,1.483101,-0.049849
sh.600187,2008-04-22,2007-12-31,,,0.000708,1.000000,818.353355,1.000000,0.901112,908.159167
sh.600187,2009-04-04,2008-12-31,0.187055,5.762654,0.074028,0.992202,0.441926,0.813862,0.422189,1.286151
sh.600187,2010-03-18,2009-12-31,0.083990,2.209017,0.164307,0.994407,0.232707,0.705987,0.809394,0.407243
sh.600187,2011-04-19,2010-12-31,0.158342,2.623584,0.216438,0.917288,0.303991,0.873161,0.889472,0.391412
sh.600187,2012-03-29,2011-12-31,0.095921,1.993402,0.223243,0.943040,0.228566,0.886238,0.811987,0.317624
sh.600187,2013-04-18,2012-12-31,0.066304,1.750950,0.182271,0.936998,0.221724,0.872635,0.724745,0.350586
sh.600187,2014-04-18,2013-12-31,0.077831,1.528979,0.210156,0.974572,0.248538,0.831898,0.842934,0.354429
sh.600187,2015-04-18,2014-12-31,0.058051,1.447873,0.192200,0.969382,0.215193,0.835511,0.842898,0.305563
sh.600187,2016-02-29,2015-12-31,-0.045277,1.537387,0.118605,0.987085,-0.251560,1.034842,1.786463,-0.136073
sh.600187,2017-03-10,2016-12-31,0.006340,1.610284,0.087026,1.101564,0.041072,0.585800,0.361084,0.194172
sh.600187,2018-03-30,2017-12-31,0.005879,1.441768,0.100549,1.231431,0.032930,0.748781,0.454298,0.096805
sh.600187,2019-04-12,2018-12-31,0.003003,1.396599,0.096781,1.166214,0.019053,0.436080,0.496546,0.087992
sh.600188,2008-04-21,2007-12-31,0.144460,1.283704,0.693423,1.000869,0.162147,0.666167,1.019263,0.238802
sh.600188,2009-04-27,2008-12-31,0.281997,1.249202,0.909547,1.000308,0.248115,0.730839,1.011893,0.335503
sh.600188,2010-04-26,2009-12-31,0.141810,1.724411,0.455661,0.993293,0.181696,0.721937,1.029707,0.244418
sh.600188,2011-03-28,2010-12-31,0.276850,2.075629,0.515904,0.999506,0.258666,0.744031,0.982021,0.354020
sh.600188,2012-03-26,2011-12-31,0.218517,2.158272,0.572625,0.997530,0.177249,0.714407,0.969247,0.255979
sh.600188,2013-03-23,2012-12-31,0.127002,2.518992,0.545448,0.987876,0.093568,1.004157,0.872970,0.106740
sh.600188,2014-03-24,2013-12-31,0.030396,2.953013,0.475517,4.248671,0.005095,2.295832,0.093261,0.023795
sh.600188,2015-03-30,2014-12-31,0.058434,3.285206,0.497773,1.229072,0.029073,0.552083,0.710571,0.074111
sh.600188,2016-03-30,2015-12-31,0.021758,3.419942,0.510793,1.034052,0.012045,0.550203,0.471176,0.046463
sh.600188,2017-04-01,2016-12-31,0.050460,3.478942,0.716458,0.900521,0.022481,0.731046,0.640840,0.047987
sh.600188,2018-03-24,2017-12-31,0.139655,3.511777,0.888244,0.861198,0.051987,0.761774,0.805530,0.084720
sh.600188,2019-03-30,2018-12-31,0.136442,3.437971,0.817972,0.742206,0.065370,0.708357,0.852227,0.108287
sh.600189,2008-03-28,2007-12-31,0.037870,1.898068,0.649679,0.986875,0.031119,1.079556,0.582902,0.049451
sh.600189,2009-04-25,2008-12-31,0.033060,1.777297,0.713078,0.859154,0.030362,0.978716,0.534750,0.058013
sh.600189,2010-04-02,2009-12-31,0.008975,1.645722,0.599520,1.207112,0.007535,0.981825,0.295800,0.025946
sh.600189,2011-04-15,2010-12-31,0.040643,1.833053,0.597797,1.026074,0.036147,0.998159,0.642154,0.056395
sh.600189,2012-04-19,2011-12-31,0.057639,2.082906,0.560585,0.990315,0.049847,1.001465,0.572804,0.086895
sh.600189,2013-04-27,2012-12-31,0.029406,2.217032,0.436253,1.073844,0.028313,0.995518,0.327660,0.086797
sh.600189,2014-04-22,2013-12-31,0.030995,2.441654,0.440515,1.104879,0.026082,0.566731,0.427509,0.107651
sh.600189,2015-04-23,2014-12-31,0.008015,2.749286,0.411507,0.866937,0.008171,0.342972,0.220160,0.108218
sh.600189,2016-04-30,2015-12-31,0.033860,3.210785,0.324234,1.570516,0.020710,1.060349,0.145113,0.134593
sh.600189,2017-04-18,2016-12-31,0.008571,3.157055,0.088991,4.551836,0.006702,0.656330,0.032049,0.318613
sh.600189,2018-04-28,2017-12-31,0.006123,2.593388,0.202175,0.231938,0.050349,0.549027,0.672801,0.136305
sh.600190,2008-03-26,2007-12-31,0.045026,2.804270,0.137791,0.960452,0.121325,0.560153,0.553255,0.391487
sh.600190,2009-04-17,2008-12-31,0.111224,2.791219,0.192197,0.980090,0.211539,0.740319,0.675301,0.423130
sh.600190,2010-03-25,2009-12-31,0.063592,1.856229,0.155264,0.981225,0.224869,0.743325,0.770953,0.392394
sh.600190,2011-04-11,2010-12-31,0.059219,1.605260,0.146431,0.983170,0.256244,0.751918,0.886962,0.384219
sh.600190,2012-03-20,2011-12-31,0.064688,1.865313,0.164571,0.985515,0.213823,0.743567,0.817404,0.351801
sh.600190,2013-03-12,2012-12-31,0.032635,2.250138,0.129136,0.943900,0.118987,0.719184,0.593198,0.278907
sh.600190,2014-03-13,2013-12-31,0.031826,2.206691,0.171981,0.915060,0.091646,0.744700,0.550979,0.223356
sh.600190,2015-04-28,2014-12-31,0.038581,2.043542,0.181846,0.952171,0.109035,0.753063,0.593064,0.244138
sh.600190,2016-04-19,2015-12-31,0.022068,2.068787,0.149224,0.996863,0.071708,0.777860,0.431764,0.213510
sh.600190,2017-03-31,2016-12-31,0.009421,2.057520,0.210594,1.107733,0.019628,0.740146,0.250236,0.105978
sh.600190,2018-02-14,2017-12-31,0.024010,2.334227,0.325725,0.934248,0.033801,0.770993,0.374037,0.117211
sh.600190,2019-04-17,2018-12-31,0.039499,2.619139,0.369206,0.981361,0.041623,0.674845,0.463441,0.133086
sh.600191,2008-04-26,2007-12-31,0.019849,1.430088,0.118762,1.045272,0.111806,0.996779,0.655513,0.171114
sh.600191,2009-04-30,2008-12-31,-0.066878,1.370983,0.055800,0.993327,-0.880080,0.947938,1.294656,-0.717113
sh.600191,2010-04-30,2009-12-31,0.028175,1.332511,0.043121,1.025645,0.478095,0.920889,0.754152,0.688411
sh.600191,2011-04-30,2010-12-31,-0.037105,1.301737,0.056279,0.987532,-0.512875,0.903614,1.191720,-0.476271
sh.600191,2012-04-28,2011-12-31,0.021212,1.297472,0.074408,1.002424,0.219189,10.640865,0.195023,0.105622
sh.600191,2013-04-27,2012-12-31,0.003130,1.237839,0.083446,1.019279,0.029727,0.800357,0.304311,0.122054
sh.600191,2014-04-29,2013-12-31,0.004115,1.288921,0.103498,1.010527,0.030528,1.973776,0.231050,0.066941
sh.600191,2015-04-28,2014-12-31,0.007211,1.379044,0.112101,1.004211,0.046452,1.281234,0.246365,0.147163
sh.600191,2016-03-26,2015-12-31,0.070089,1.276085,0.012191,1.000243,4.504173,0.923556,0.841816,5.793414
sh.600191,2017-04-29,2016-12-31,0.004430,1.179734,0.013853,1.003277,0.270183,1.144025,0.516075,0.457625
sh.600191,2018-04-28,2017-12-31,0.005405,1.162981,0.065106,1.002695,0.071189,15.211041,0.098657,0.047438
sh.600192,2008-02-02,2007-12-31,0.061237,2.172061,0.655493,0.876775,0.049055,0.893787,0.728615,0.075328
sh.600192,2009-03-12,2008-12-31,-0.000854,2.436044,0.556393,-0.154967,0.004068,0.461073,0.238395,0.037008
sh.600192,2010-04-20,2009-12-31,0.023806,2.594367,0.487144,0.822157,0.022911,0.795051,0.527770,0.054602
sh.600192,2011-03-26,2010-12-31,0.024750,2.587799,0.541925,0.832173,0.021207,0.750821,0.618430,0.045673
sh.600192,2012-03-10,2011-12-31,0.030660,2.561096,0.639340,0.898548,0.020839,0.762097,0.545655,0.050112
sh.600192,2013-04-18,2012-12-31,0.041136,2.609703,0.628592,0.837715,0.029934,0.789862,0.613300,0.061793
sh.600192,2014-03-28,2013-12-31,0.047777,2.357318,0.573238,0.909138,0.038890,0.807014,0.657408,0.073303
sh.600192,2015-03-26,2014-12-31,0.042719,2.206546,0.512706,0.944390,0.039984,0.828226,0.670942,0.071953
sh.600192,2016-03-25,2015-12-31,0.021632,2.375750,0.406135,0.895369,0.025039,0.787570,0.505424,0.062904
sh.600192,2017-03-02,2016-12-31,0.011701,2.439423,0.390352,0.816528,0.015048,0.862450,0.389756,0.044768
sh.600192,2018-03-26,2017-12-31,0.008549,2.404809,0.408235,0.552942,0.015749,0.739155,0.454821,0.046845
sh.600192,2019-03-28,2018-12-31,0.005962,2.408521,0.381567,0.575542,0.011272,0.722990,0.451438,0.034536
sh.600193,2008-04-23,2007-12-31,0.352938,2.219619,0.052725,1.018081,2.962248,0.960147,0.944467,3.266607
sh.600193,2009-04-10,2008-12-31,0.126560,1.679117,0.438010,1.007338,0.170826,0.810857,0.949808,0.221807
sh.600193,2010-04-28,2009-12-31,0.027381,1.732861,0.134146,0.943924,0.124787,1.497275,0.789970,0.105501
sh.600193,2011-04-28,2010-12-31,0.303238,2.075841,0.122327,0.995610,1.199443,1.140273,0.999490,1.052427
sh.600193,2012-02-29,2011-12-31,-0.079041,2.023383,0.192797,1.004263,-0.201757,0.885314,1.758773,-0.129575
sh.600193,2013-04-26,2012-12-31,0.238029,2.077846,0.107071,1.018676,1.050287,0.814136,0.911507,1.415306
sh.600193,2014-04-26,2013-12-31,0.135620,1.881772,0.085859,1.031867,0.813478,0.686114,0.923458,1.283905
sh.600193,2015-04-23,2014-12-31,-0.761614,1.966563,0.049833,0.991669,-7.836916,1.011971,1.029552,-7.521921
sh.600193,2016-03-24,2015-12-31,0.178899,1.712689,0.030107,1.000000,3.469449,0.892005,1.029091,3.779546
sh.600193,2017-04-29,2016-12-31,-0.398583,1.097663,0.162834,1.000000,-2.229994,1.000008,1.011003,-2.205707
sh.600193,2018-04-28,2017-12-31,-0.355983,1.320619,0.085043,1.000000,-3.169659,1.000000,1.004880,-3.154267
sh.600193,2019-03-20,2018-12-31,0.157026,1.569303,0.739232,1.000000,0.135358,0.817038,0.996716,0.166215
sh.600195,2008-03-25,2007-12-31,0.148637,1.731016,0.941231,0.901172,0.101233,0.821753,0.924456,0.133258
sh.600195,2009-03-17,2008-12-31,0.147229,1.697650,0.978223,0.868601,0.102067,0.845799,0.878996,0.137288
sh.600195,2010-03-23,2009-12-31,0.192440,1.884926,0.941816,0.851349,0.127329,0.858648,0.958670,0.154683
sh.600195,2011-03-22,2010-12-31,0.222555,1.953406,0.977559,0.906997,0.128498,0.851140,0.964537,0.156523
sh.600195,2012-04-21,2011-12-31,0.267492,1.679115,1.004197,0.975326,0.162653,0.846826,0.988243,0.194359
sh.600195,2013-03-26,2012-12-31,0.123845,1.522070,1.078497,0.966884,0.078028,0.836014,1.006549,0.092726
sh.600195,2014-03-25,2013-12-31,0.104332,1.487639,1.082739,0.953394,0.067940,0.831085,0.981088,0.083324
sh.600195,2015-03-24,2014-12-31,0.106860,1.470814,1.009681,1.023457,0.070308,0.853870,0.987979,0.083342
sh.600195,2016-03-29,2015-12-31,0.093638,1.472482,0.976762,0.980427,0.066405,0.836577,0.988594,0.080293
sh.600195,2017-04-11,2016-12-31,0.104592,1.629621,0.762663,0.927337,0.090749,0.843489,0.932267,0.115404
sh.600195,2018-04-20,2017-12-31,0.113634,1.749600,0.661013,0.939570,0.104575,0.860454,0.936814,0.129732
sh.600196,2008-03-28,2007-12-31,0.180905,2.027423,0.526621,0.906682,0.186876,0.912495,0.864958,0.236770
sh.600196,2009-03-21,2008-12-31,0.175319,1.899970,0.503975,0.907909,0.201666,0.910558,0.863881,0.256372
sh.600196,2010-03-25,2009-12-31,0.476511,1.818347,0.406194,0.974234,0.662217,0.785462,0.965137,0.873546
sh.600196,2011-03-26,2010-12-31,0.115930,1.902560,0.321401,0.863357,0.219594,0.832267,0.893822,0.295194
sh.600196,2012-03-24,2011-12-31,0.128125,2.149558,0.331648,0.841690,0.213528,0.802035,0.868079,0.306691
sh.600196,2013-03-27,2012-12-31,0.134065,2.048719,0.307159,0.850291,0.250555,0.866340,0.861643,0.335651
sh.600196,2014-03-25,2013-12-31,0.140325,1.903097,0.363623,0.844626,0.240081,0.825782,0.910236,0.319402
sh.600196,2015-03-25,2014-12-31,0.132025,2.024913,0.371093,0.891567,0.197067,0.871888,0.887287,0.254735
sh.600196,2016-03-30,2015-12-31,0.141156,2.109741,0.342915,0.856978,0.227674,0.851365,0.890700,0.300238
sh.600196,2017-03-29,2016-12-31,0.139000,2.030366,0.356933,0.871015,0.220205,0.901945,0.897640,0.271985
sh.600196,2018-03-27,2017-12-31,0.131511,2.225280,0.350554,0.871485,0.193447,0.882696,0.888546,0.246644
sh.600196,2019-03-26,2018-12-31,0.101602,2.486134,0.376061,0.896698,0.121191,0.843638,0.818860,0.175431
sh.600197,2008-03-28,2007-12-31,0.121451,1.304398,0.555992,0.986669,0.169728,0.819100,1.006452,0.205884
sh.600197,2009-02-26,2008-12-31,0.132651,1.391355,0.568137,0.993606,0.168890,0.832134,1.011673,0.200619
sh.600197,2010-03-26,2009-12-31,0.113110,1.516382,0.594668,1.023628,0.122540,0.618878,0.987066,0.200597
sh.600197,2011-03-18,2010-12-31,0.133220,1.682934,0.640406,1.006945,0.122756,0.596511,0.967267,0.212754
sh.600197,2012-04-26,2011-12-31,0.189095,1.871937,0.604099,1.001968,0.166889,0.721708,0.959771,0.240934
sh.600197,2013-04-26,2012-12-31,0.193151,2.059493,0.698298,1.039563,0.129195,0.790885,0.964785,0.169317
sh.600197,2014-04-29,2013-12-31,0.196612,1.828535,0.691106,1.028146,0.151324,0.660017,0.974092,0.235371
sh.600197,2015-04-28,2014-12-31,0.172052,1.478911,0.706639,0.997234,0.165091,0.683657,1.006150,0.240006
sh.600197,2016-04-22,2015-12-31,0.162812,1.372343,0.689092,0.998733,0.172385,0.691043,1.035264,0.240959
sh.600197,2017-03-28,2016-12-31,0.147853,1.377999,0.656231,0.997888,0.163849,0.689936,1.039801,0.228394
sh.600197,2018-03-10,2017-12-31,0.172763,1.414262,0.663373,0.990145,0.185979,0.720404,1.035340,0.249348
sh.600198,2008-02-29,2007-12-31,0.085710,9.779230,0.680760,0.695126,0.018521,0.559881,0.372148,0.088891
sh.600198,2009-03-12,2008-12-31,0.120238,9.297762,0.766642,0.473692,0.035610,0.724857,0.507560,0.096791
sh.600198,2010-03-12,2009-12-31,0.125160,7.609726,0.918913,0.517375,0.034595,0.811469,0.588280,0.072470
sh.600198,2011-03-18,2010-12-31,0.127205,7.105719,1.091776,0.436739,0.037544,0.822966,0.681025,0.066988
sh.600198,2012-03-31,2011-12-31,0.045557,8.364975,0.993544,0.350206,0.015652,0.744815,0.408763,0.051412
sh.600198,2013-04-08,2012-12-31,0.123998,4.969020,0.913569,0.760716,0.035907,0.812841,0.553874,0.079756
sh.600198,2014-04-18,2013-12-31,0.069528,4.382285,0.806986,0.779181,0.025232,0.752934,0.504407,0.066438
sh.600198,2015-04-18,2014-12-31,0.068478,3.961788,0.635822,0.876317,0.031021,0.780490,0.491123,0.080929
sh.600198,2016-04-23,2015-12-31,0.007021,3.426204,0.619801,0.632387,0.005228,0.529817,0.199316,0.049512
sh.600198,2017-04-22,2016-12-31,-0.558108,4.052870,0.560691,0.982332,-0.250019,1.003639,1.189712,-0.209389
sh.600198,2018-04-26,2017-12-31,-2.774220,10.851954,0.419622,0.943634,-0.645610,1.000152,1.109025,-0.582054
sh.600198,2019-04-18,2018-12-31,,,0.299842,1.013186,0.236728,0.963427,0.705302,0.348382
sh.600199,2008-04-22,2007-12-31,0.048766,1.463539,0.999860,0.991105,0.033625,0.914574,0.731464,0.050263
sh.600199,2009-04-21,2008-12-31,0.042980,1.381177,0.848756,0.998985,0.036701,0.722400,0.835211,0.060828
sh.600199,2010-04-01,2009-12-31,0.116040,1.574418,1.079780,0.998723,0.068345,0.755896,0.992348,0.091113
sh.600199,2011-04-29,2010-12-31,0.167411,1.517360,0.901136,0.999650,0.122478,0.855984,0.994528,0.143871
sh.600199,2012-04-27,2011-12-31,0.235771,1.373866,0.827784,1.000032,0.207308,0.755285,1.033991,0.265453
sh.600199,2013-04-26,2012-12-31,0.284713,1.348619,0.862983,0.999586,0.244735,0.748495,1.040880,0.314128
sh.600199,2014-03-11,2013-12-31,0.060977,1.405978,0.676163,0.998757,0.064221,0.641428,1.156453,0.086576
sh.600199,2015-04-28,2014-12-31,0.040367,1.458675,0.648413,0.999870,0.042685,0.759629,1.205888,0.046598
sh.600199,2016-04-19,2015-12-31,0.023370,1.465106,0.529101,0.994810,0.030304,0.829336,2.125898,0.017188
sh.600199,2017-04-28,2016-12-31,0.007594,1.468517,0.436260,0.970458,0.012215,0.652628,-1.323633,-0.014140
sh.600199,2018-03-17,2017-12-31,0.003649,1.427201,0.402799,0.893976,0.007101,0.362660,-1.503687,-0.013021
sh.600200,2008-04-18,2007-12-31,-0.076415,2.556803,1.106641,1.118217,-0.024152,1.170201,-19.392124,0.001064
sh.600200,2009-03-31,2008-12-31,0.008491,2.500775,1.235042,0.568077,0.004839,0.813629,0.236349,0.025165
sh.600200,2010-03-25,2009-12-31,0.017824,2.469121,1.144048,0.718896,0.008777,0.691294,0.484461,0.026208
sh.600200,2011-03-30,2010-12-31,0.034719,2.931507,1.367840,0.871552,0.009934,0.753335,0.600359,0.021966
sh.600200,2012-03-28,2011-12-31,0.035352,3.846870,1.153791,0.754293,0.010559,0.731589,0.651319,0.022160
sh.600200,2013-03-28,2012-12-31,0.051674,4.457693,0.921423,0.721327,0.017441,0.654274,0.694980,0.038356
sh.600200,2014-04-10,2013-12-31,0.053333,4.347455,0.940706,0.541743,0.024072,0.621492,0.771573,0.050200
sh.600200,2015-03-28,2014-12-31,0.041782,4.065357,0.771516,0.470467,0.028315,0.653151,0.650767,0.066616
sh.600200,2016-03-16,2015-12-31,0.038791,3.262535,0.708931,0.779806,0.021507,0.737444,0.601368,0.048497
sh.600200,2017-04-28,2016-12-31,0.032129,2.115733,0.841445,0.922438,0.019565,1.631633,0.564207,0.021253
